time,vout,iout
1.36E-10,58.39,3.357
1.46E-10,61.35,3.626
1.61E-10,65.12,4.059
1.73E-10,67.48,4.412
1.86E-10,69.69,4.816
2.02E-10,71.89,5.29
2.12E-10,73.16,5.601
2.21E-10,74.25,5.889
2.41E-10,76.32,6.514
2.61E-10,78.06,7.146
2.81E-10,79.5,7.784
3.00E-10,80.6,8.388
3.02E-10,78.99,8.42
3.08E-10,76.93,8.461
3.20E-10,75.28,8.494
3.30E-10,73.99,8.52
3.45E-10,71.78,8.564
3.65E-10,68.97,8.621
3.85E-10,66.31,8.674
4.05E-10,63.79,8.724
4.25E-10,61.4,8.772
4.45E-10,59.14,8.817
4.65E-10,57,8.86
4.85E-10,54.9,8.902
5.05E-10,52.86,8.943
5.25E-10,50.9,8.982
5.45E-10,49.06,9.019
5.65E-10,47.34,9.053
5.85E-10,45.73,9.085
6.05E-10,44.22,9.116
6.25E-10,42.81,9.144
6.45E-10,41.49,9.17
6.65E-10,40.25,9.195
6.85E-10,39.09,9.218
7.05E-10,38.01,9.24
7.25E-10,36.99,9.26
7.45E-10,36.04,9.279
7.65E-10,35.14,9.297
7.85E-10,34.3,9.314
8.05E-10,33.51,9.33
8.25E-10,32.77,9.345
8.45E-10,32.07,9.359
8.65E-10,31.42,9.372
8.85E-10,30.81,9.384
9.05E-10,30.23,9.395
9.25E-10,29.68,9.406
9.45E-10,29.17,9.417
9.65E-10,28.69,9.426
9.85E-10,28.24,9.435
1.01E-09,27.81,9.444
1.03E-09,27.41,9.452
1.05E-09,27.02,9.46
1.07E-09,26.67,9.467
1.09E-09,26.33,9.473
1.11E-09,26.01,9.48
1.13E-09,25.71,9.486
1.15E-09,25.42,9.492
1.17E-09,25.15,9.497
1.19E-09,24.89,9.502
1.21E-09,24.65,9.507
1.23E-09,24.42,9.512
1.25E-09,24.21,9.516
1.27E-09,24,9.52
1.29E-09,23.81,9.524
1.31E-09,23.62,9.528
1.33E-09,23.45,9.531
1.35E-09,23.28,9.534
1.37E-09,23.13,9.537
1.39E-09,22.98,9.54
1.41E-09,22.83,9.543
1.43E-09,22.7,9.546
1.45E-09,22.57,9.549
1.47E-09,22.45,9.551
1.49E-09,22.33,9.553
1.51E-09,22.22,9.556
1.53E-09,22.12,9.558
1.55E-09,22.02,9.56
1.57E-09,21.92,9.562
1.59E-09,21.83,9.563
1.61E-09,21.74,9.565
1.63E-09,21.66,9.567
1.65E-09,21.58,9.568
1.67E-09,21.51,9.57
1.69E-09,21.44,9.571
1.71E-09,21.37,9.573
1.73E-09,21.3,9.574
1.75E-09,21.24,9.575
1.77E-09,21.18,9.576
1.79E-09,21.12,9.578
1.81E-09,21.07,9.579
1.83E-09,21.02,9.58
1.85E-09,20.97,9.581
1.87E-09,20.92,9.582
1.89E-09,20.87,9.583
1.91E-09,20.83,9.583
1.93E-09,20.79,9.584
1.95E-09,20.75,9.585
1.97E-09,20.71,9.586
1.99E-09,20.67,9.587
2.01E-09,20.64,9.587
2.03E-09,20.6,9.588
2.05E-09,20.57,9.589
2.07E-09,20.54,9.589
2.09E-09,20.51,9.59
2.11E-09,20.48,9.59
2.13E-09,20.45,9.591
2.15E-09,20.43,9.591
2.17E-09,20.4,9.592
2.19E-09,20.38,9.592
2.21E-09,20.36,9.593
2.23E-09,20.33,9.593
2.25E-09,20.31,9.594
2.27E-09,20.29,9.594
2.29E-09,20.27,9.595
2.31E-09,20.26,9.595
2.33E-09,20.24,9.595
2.35E-09,20.22,9.596
2.37E-09,20.21,9.596
2.39E-09,20.19,9.596
2.41E-09,20.17,9.597
2.43E-09,20.16,9.597
2.45E-09,20.15,9.597
2.47E-09,20.13,9.597
2.49E-09,20.12,9.598
2.51E-09,20.11,9.598
2.53E-09,20.1,9.598
2.55E-09,20.09,9.598
2.57E-09,20.08,9.598
2.59E-09,20.07,9.599
2.61E-09,20.06,9.599
2.63E-09,20.05,9.599
2.65E-09,20.04,9.599
2.67E-09,20.04,9.599
2.69E-09,20.03,9.599
2.71E-09,20.02,9.6
2.73E-09,20.02,9.6
2.75E-09,20.01,9.6
2.77E-09,20.01,9.6
2.79E-09,20,9.6
2.81E-09,20,9.6
2.83E-09,19.99,9.6
2.85E-09,19.99,9.6
2.87E-09,19.98,9.6
2.89E-09,19.98,9.6
2.91E-09,19.98,9.6
2.93E-09,19.98,9.6
2.95E-09,19.97,9.601
2.97E-09,19.97,9.601
2.99E-09,19.97,9.601
3.01E-09,19.97,9.601
3.03E-09,19.97,9.601
3.05E-09,19.97,9.601
3.07E-09,19.97,9.601
3.09E-09,19.97,9.601
3.11E-09,19.97,9.601
3.13E-09,19.97,9.601
3.15E-09,19.97,9.601
3.17E-09,19.97,9.601
3.19E-09,19.97,9.601
3.21E-09,19.97,9.601
3.23E-09,19.97,9.601
3.25E-09,19.97,9.601
3.27E-09,19.97,9.601
3.29E-09,19.97,9.601
3.31E-09,19.97,9.601
3.33E-09,19.97,9.601
3.35E-09,19.97,9.601
3.37E-09,19.97,9.601
3.39E-09,19.97,9.601
3.41E-09,19.97,9.601
3.43E-09,19.97,9.601
3.45E-09,19.97,9.601
3.47E-09,19.97,9.601
3.49E-09,19.97,9.601
3.51E-09,19.97,9.601
3.53E-09,19.97,9.601
3.55E-09,19.97,9.601
3.57E-09,19.97,9.601
3.59E-09,19.97,9.601
3.61E-09,19.97,9.601
3.63E-09,19.97,9.601
3.65E-09,19.97,9.601
3.67E-09,19.97,9.601
3.69E-09,19.97,9.601
3.71E-09,19.97,9.601
3.73E-09,19.97,9.601
3.75E-09,19.97,9.601
3.77E-09,19.97,9.601
3.79E-09,19.97,9.601
3.81E-09,19.97,9.601
3.83E-09,19.97,9.601
3.85E-09,19.97,9.601
3.87E-09,19.97,9.601
3.89E-09,19.97,9.601
3.91E-09,19.97,9.601
3.93E-09,19.97,9.601
3.95E-09,19.97,9.601
3.97E-09,19.97,9.601
3.99E-09,19.97,9.601
4.01E-09,19.97,9.601
4.03E-09,19.97,9.601
4.05E-09,19.97,9.601
4.07E-09,19.97,9.601
4.09E-09,19.97,9.601
4.11E-09,19.97,9.601
4.13E-09,19.97,9.601
4.15E-09,19.97,9.601
4.17E-09,19.97,9.601
4.19E-09,19.97,9.601
4.21E-09,19.97,9.601
4.23E-09,19.97,9.601
4.25E-09,19.97,9.601
4.27E-09,19.97,9.601
4.29E-09,19.97,9.601
4.31E-09,19.97,9.601
4.33E-09,19.97,9.601
4.35E-09,19.97,9.601
4.37E-09,19.97,9.601
4.39E-09,19.97,9.601
4.41E-09,19.97,9.601
4.43E-09,19.97,9.601
4.45E-09,19.97,9.601
4.47E-09,19.97,9.601
4.49E-09,19.97,9.601
4.51E-09,19.97,9.601
4.53E-09,19.97,9.601
4.55E-09,19.97,9.601
4.57E-09,19.97,9.601
4.59E-09,19.97,9.601
4.61E-09,19.97,9.601
4.63E-09,19.97,9.601
4.65E-09,19.97,9.601
4.67E-09,19.97,9.601
4.69E-09,19.97,9.601
4.71E-09,19.97,9.601
4.73E-09,19.97,9.601
4.75E-09,19.97,9.601
4.77E-09,19.97,9.601
4.79E-09,19.97,9.601
4.81E-09,19.97,9.601
4.83E-09,19.97,9.601
4.85E-09,19.97,9.601
4.87E-09,19.97,9.601
4.89E-09,19.97,9.601
4.91E-09,19.97,9.601
4.93E-09,19.97,9.601
4.95E-09,19.97,9.601
4.97E-09,19.97,9.601
4.99E-09,19.97,9.601
5.01E-09,19.97,9.601
5.03E-09,19.97,9.601
5.05E-09,19.97,9.601
5.07E-09,19.97,9.601
5.09E-09,19.97,9.601
5.11E-09,19.97,9.601
5.13E-09,19.97,9.601
5.15E-09,19.97,9.601
5.17E-09,19.97,9.601
5.19E-09,19.97,9.601
5.21E-09,19.97,9.601
5.23E-09,19.97,9.601
5.25E-09,19.97,9.601
5.27E-09,19.97,9.601
5.29E-09,19.97,9.601
5.30E-09,19.97,9.601
5.30E-09,18.29,9.568
5.31E-09,16.34,9.406
5.32E-09,16.06,8.924
5.34E-09,15.63,8.435
5.36E-09,15.08,7.857
5.38E-09,14.46,7.203
5.40E-09,13.84,6.549
5.42E-09,13.23,5.894
5.44E-09,12.61,5.24
5.46E-09,11.99,4.586
5.48E-09,11.37,3.931
5.50E-09,10.75,3.277
5.52E-09,10.13,2.623
5.54E-09,9.51,1.969
5.55E-09,8.937,1.367
5.57E-09,8.307,7.13E-01
5.59E-09,7.646,5.97E-02
5.60E-09,6.331,-1.27E-01
5.60E-09,6.961,-1.39E-01
5.60E-09,7.556,-1.51E-01
5.60E-09,7.97,-1.59E-01
5.61E-09,7.88,-1.58E-01
5.61E-09,7.543,-1.51E-01
5.61E-09,7.03,-1.41E-01
5.61E-09,6.456,-1.29E-01
5.61E-09,5.777,-1.16E-01
5.61E-09,4.982,-9.97E-02
5.62E-09,3.994,-7.99E-02
5.62E-09,2.873,-5.75E-02
5.63E-09,2.085,-4.17E-02
5.64E-09,1.51,-3.02E-02
5.64E-09,1.106,-2.21E-02
5.65E-09,8.16E-01,-1.63E-02
5.65E-09,6.05E-01,-1.21E-02
5.66E-09,4.49E-01,-8.98E-03
5.66E-09,3.34E-01,-6.67E-03
5.67E-09,2.48E-01,-4.95E-03
5.67E-09,1.84E-01,-3.67E-03
5.68E-09,1.36E-01,-2.72E-03
5.68E-09,1.01E-01,-2.02E-03
5.69E-09,7.48E-02,-1.50E-03
5.70E-09,5.55E-02,-1.11E-03
5.70E-09,4.11E-02,-8.22E-04
5.71E-09,3.05E-02,-6.10E-04
5.71E-09,2.26E-02,-4.52E-04
5.72E-09,1.68E-02,-3.35E-04
5.72E-09,1.24E-02,-2.48E-04
5.73E-09,9.20E-03,-1.84E-04
5.73E-09,6.82E-03,-1.37E-04
5.74E-09,5.06E-03,-1.01E-04
5.74E-09,3.75E-03,-7.50E-05
5.75E-09,2.78E-03,-5.56E-05
5.75E-09,2.06E-03,-4.12E-05
5.76E-09,1.53E-03,-3.06E-05
5.77E-09,1.13E-03,-2.27E-05
5.77E-09,8.39E-04,-1.68E-05
5.78E-09,6.22E-04,-1.25E-05
5.78E-09,4.61E-04,-9.23E-06
5.79E-09,3.42E-04,-6.84E-06
5.79E-09,2.54E-04,-5.07E-06
5.80E-09,1.88E-04,-3.76E-06
5.80E-09,1.39E-04,-2.79E-06
5.81E-09,1.03E-04,-2.07E-06
5.81E-09,7.66E-05,-1.53E-06
5.82E-09,5.68E-05,-1.14E-06
5.82E-09,4.21E-05,-8.42E-07
5.83E-09,3.12E-05,-6.24E-07
5.84E-09,2.31E-05,-4.62E-07
5.84E-09,1.71E-05,-3.43E-07
5.85E-09,1.27E-05,-2.54E-07
5.85E-09,9.42E-06,-1.88E-07
5.86E-09,6.98E-06,-1.40E-07
5.86E-09,5.18E-06,-1.04E-07
5.87E-09,3.84E-06,-7.68E-08
5.87E-09,2.85E-06,-5.69E-08
5.88E-09,2.11E-06,-4.22E-08
5.88E-09,1.56E-06,-3.13E-08
5.89E-09,1.21E-06,-2.43E-08
5.89E-09,1.07E-06,-2.14E-08
5.89E-09,9.25E-07,-1.85E-08
5.90E-09,8.25E-07,-1.65E-08
5.90E-09,7.27E-07,-1.45E-08
5.90E-09,6.44E-07,-1.29E-08
5.91E-09,4.45E-07,-8.89E-09
5.92E-09,3.14E-07,-6.28E-09
5.92E-09,2.18E-07,-4.35E-09
5.93E-09,1.56E-07,-3.12E-09
5.93E-09,1.14E-07,-2.28E-09
5.94E-09,8.44E-08,-1.69E-09
5.94E-09,6.29E-08,-1.26E-09
5.95E-09,4.69E-08,-9.38E-10
5.95E-09,3.49E-08,-6.98E-10
5.96E-09,2.59E-08,-5.19E-10
5.97E-09,1.92E-08,-3.85E-10
5.97E-09,1.42E-08,-2.84E-10
5.98E-09,1.02E-08,-2.03E-10
5.98E-09,7.00E-09,-1.40E-10
5.99E-09,4.57E-09,-9.15E-11
6.00E-09,3.15E-09,-6.31E-11
6.02E-09,1.52E-09,-3.05E-11
6.04E-09,7.36E-10,-1.47E-11
6.06E-09,3.55E-10,-7.11E-12
6.08E-09,1.72E-10,-3.43E-12
6.10E-09,8.29E-11,-1.66E-12
6.12E-09,4.00E-11,-8.00E-13
6.14E-09,1.93E-11,-3.86E-13
6.16E-09,9.33E-12,-1.87E-13
6.18E-09,4.51E-12,-9.01E-14
6.20E-09,2.18E-12,-4.35E-14
6.22E-09,1.05E-12,-2.10E-14
6.24E-09,5.08E-13,-1.02E-14
6.26E-09,2.45E-13,-4.90E-15
6.28E-09,1.18E-13,-2.37E-15
6.30E-09,5.72E-14,-1.14E-15
6.32E-09,2.76E-14,-5.52E-16
6.34E-09,1.33E-14,-2.67E-16
6.36E-09,6.44E-15,-1.29E-16
6.38E-09,3.11E-15,-6.22E-17
6.40E-09,1.50E-15,-3.00E-17
6.42E-09,7.25E-16,-1.45E-17
6.44E-09,3.50E-16,-7.00E-18
6.46E-09,1.69E-16,-3.38E-18
6.48E-09,8.17E-17,-1.63E-18
6.50E-09,3.94E-17,-7.89E-19
6.52E-09,1.90E-17,-3.81E-19
6.54E-09,9.20E-18,-1.84E-19
6.56E-09,4.44E-18,-8.88E-20
6.58E-09,2.15E-18,-4.29E-20
6.60E-09,1.04E-18,-2.07E-20
6.62E-09,5.00E-19,-1.00E-20
6.64E-09,2.42E-19,-4.83E-21
6.66E-09,1.17E-19,-2.33E-21
6.68E-09,5.64E-20,-1.13E-21
6.70E-09,2.73E-20,-5.45E-22
6.72E-09,1.32E-20,-2.64E-22
6.74E-09,6.39E-21,-1.28E-22
6.76E-09,3.11E-21,-6.22E-23
6.78E-09,1.53E-21,-3.05E-23
6.80E-09,7.62E-22,-1.52E-23
6.82E-09,3.92E-22,-7.84E-24
6.84E-09,2.14E-22,-4.27E-24
6.86E-09,1.27E-22,-2.55E-24
6.88E-09,8.55E-23,-1.71E-24
6.90E-09,6.52E-23,-1.30E-24
6.92E-09,5.54E-23,-1.11E-24
6.94E-09,5.05E-23,-1.01E-24
6.96E-09,4.81E-23,-9.61E-25
6.98E-09,4.68E-23,-9.36E-25
7.00E-09,4.61E-23,-9.22E-25
7.02E-09,4.57E-23,-9.14E-25
7.04E-09,4.54E-23,-9.08E-25
7.06E-09,4.52E-23,-9.04E-25
7.08E-09,4.50E-23,-9.00E-25
7.10E-09,4.49E-23,-8.97E-25
7.12E-09,4.47E-23,-8.94E-25
7.14E-09,4.45E-23,-8.91E-25
7.16E-09,4.44E-23,-8.88E-25
7.18E-09,4.42E-23,-8.85E-25
7.20E-09,4.41E-23,-8.82E-25
7.22E-09,4.39E-23,-8.79E-25
7.24E-09,4.38E-23,-8.76E-25
7.26E-09,4.36E-23,-8.73E-25
7.28E-09,4.35E-23,-8.70E-25
7.30E-09,4.34E-23,-8.67E-25
7.32E-09,4.32E-23,-8.64E-25
7.34E-09,4.31E-23,-8.62E-25
7.36E-09,4.29E-23,-8.59E-25
7.38E-09,4.28E-23,-8.56E-25
7.40E-09,4.27E-23,-8.53E-25
7.42E-09,4.25E-23,-8.51E-25
7.44E-09,4.24E-23,-8.48E-25
7.46E-09,4.23E-23,-8.45E-25
7.48E-09,4.21E-23,-8.43E-25
7.50E-09,4.20E-23,-8.40E-25
7.52E-09,4.19E-23,-8.38E-25
7.54E-09,4.18E-23,-8.35E-25
7.56E-09,4.16E-23,-8.33E-25
7.58E-09,4.15E-23,-8.30E-25
7.60E-09,4.14E-23,-8.28E-25
7.62E-09,4.13E-23,-8.25E-25
7.64E-09,4.11E-23,-8.23E-25
7.66E-09,4.10E-23,-8.20E-25
7.68E-09,4.09E-23,-8.18E-25
7.70E-09,4.08E-23,-8.16E-25
7.72E-09,4.07E-23,-8.13E-25
7.74E-09,4.05E-23,-8.11E-25
7.76E-09,4.04E-23,-8.09E-25
7.78E-09,4.03E-23,-8.06E-25
7.80E-09,4.02E-23,-8.04E-25
7.82E-09,4.01E-23,-8.02E-25
7.84E-09,4.00E-23,-8.00E-25
7.86E-09,3.99E-23,-7.97E-25
7.88E-09,3.98E-23,-7.95E-25
7.90E-09,3.96E-23,-7.93E-25
7.92E-09,3.95E-23,-7.91E-25
7.94E-09,3.94E-23,-7.89E-25
7.96E-09,3.93E-23,-7.87E-25
7.98E-09,3.92E-23,-7.84E-25
8.00E-09,3.91E-23,-7.82E-25
8.02E-09,3.90E-23,-7.80E-25
8.04E-09,3.89E-23,-7.78E-25
8.06E-09,3.88E-23,-7.76E-25
8.08E-09,3.87E-23,-7.74E-25
8.10E-09,3.86E-23,-7.72E-25
8.12E-09,3.85E-23,-7.70E-25
8.14E-09,3.84E-23,-7.68E-25
8.16E-09,3.83E-23,-7.66E-25
8.18E-09,3.82E-23,-7.64E-25
8.20E-09,3.81E-23,-7.62E-25
8.22E-09,3.80E-23,-7.60E-25
8.24E-09,3.79E-23,-7.58E-25
8.26E-09,3.78E-23,-7.57E-25
8.28E-09,3.77E-23,-7.55E-25
8.30E-09,3.76E-23,-7.53E-25
8.32E-09,3.76E-23,-7.51E-25
8.34E-09,3.75E-23,-7.49E-25
8.36E-09,3.74E-23,-7.47E-25
8.38E-09,3.73E-23,-7.46E-25
8.40E-09,3.72E-23,-7.44E-25
8.42E-09,3.71E-23,-7.42E-25
8.44E-09,3.70E-23,-7.40E-25
8.46E-09,3.69E-23,-7.39E-25
8.48E-09,3.68E-23,-7.37E-25
8.50E-09,3.68E-23,-7.35E-25
8.52E-09,3.67E-23,-7.33E-25
8.54E-09,3.66E-23,-7.32E-25
8.56E-09,3.65E-23,-7.30E-25
8.58E-09,3.64E-23,-7.28E-25
8.60E-09,3.63E-23,-7.27E-25
8.62E-09,3.63E-23,-7.25E-25
8.64E-09,3.62E-23,-7.23E-25
8.66E-09,3.61E-23,-7.22E-25
8.68E-09,3.60E-23,-7.20E-25
8.70E-09,3.59E-23,-7.19E-25
8.72E-09,3.59E-23,-7.17E-25
8.74E-09,3.58E-23,-7.15E-25
8.76E-09,3.57E-23,-7.14E-25
8.78E-09,3.56E-23,-7.12E-25
8.80E-09,3.55E-23,-7.11E-25
8.82E-09,3.55E-23,-7.09E-25
8.84E-09,3.54E-23,-7.08E-25
8.86E-09,3.53E-23,-7.06E-25
8.88E-09,3.52E-23,-7.05E-25
8.90E-09,3.52E-23,-7.03E-25
8.92E-09,3.51E-23,-7.02E-25
8.94E-09,3.50E-23,-7.00E-25
8.96E-09,3.50E-23,-6.99E-25
8.98E-09,3.49E-23,-6.98E-25
9.00E-09,3.48E-23,-6.96E-25
9.02E-09,3.47E-23,-6.95E-25
9.04E-09,3.47E-23,-6.93E-25
9.06E-09,3.46E-23,-6.92E-25
9.08E-09,3.45E-23,-6.91E-25
9.10E-09,3.45E-23,-6.89E-25
9.12E-09,3.44E-23,-6.88E-25
9.14E-09,3.43E-23,-6.86E-25
9.16E-09,3.43E-23,-6.85E-25
9.18E-09,3.42E-23,-6.84E-25
9.20E-09,3.41E-23,-6.82E-25
9.22E-09,3.41E-23,-6.81E-25
9.24E-09,3.40E-23,-6.80E-25
9.26E-09,3.39E-23,-6.78E-25
9.28E-09,3.39E-23,-6.77E-25
9.30E-09,3.38E-23,-6.76E-25
9.32E-09,3.37E-23,-6.75E-25
9.34E-09,3.37E-23,-6.73E-25
9.36E-09,3.36E-23,-6.72E-25
9.38E-09,3.35E-23,-6.71E-25
9.40E-09,3.35E-23,-6.70E-25
9.42E-09,3.34E-23,-6.68E-25
9.44E-09,3.34E-23,-6.67E-25
9.46E-09,3.33E-23,-6.66E-25
9.48E-09,3.32E-23,-6.65E-25
9.50E-09,3.32E-23,-6.64E-25
9.52E-09,3.31E-23,-6.62E-25
9.54E-09,3.31E-23,-6.61E-25
9.56E-09,3.30E-23,-6.60E-25
9.58E-09,3.29E-23,-6.59E-25
9.60E-09,3.29E-23,-6.58E-25
9.62E-09,3.28E-23,-6.57E-25
9.64E-09,3.28E-23,-6.55E-25
9.66E-09,3.27E-23,-6.54E-25
9.68E-09,3.27E-23,-6.53E-25
9.70E-09,3.26E-23,-6.52E-25
9.72E-09,3.26E-23,-6.51E-25
9.74E-09,3.25E-23,-6.50E-25
9.76E-09,3.24E-23,-6.49E-25
9.78E-09,3.24E-23,-6.48E-25
9.80E-09,3.23E-23,-6.47E-25
9.82E-09,3.23E-23,-6.46E-25
9.84E-09,3.22E-23,-6.44E-25
9.86E-09,3.22E-23,-6.43E-25
9.88E-09,3.21E-23,-6.42E-25
9.90E-09,3.21E-23,-6.41E-25
9.92E-09,3.20E-23,-6.40E-25
9.94E-09,3.20E-23,-6.39E-25
9.96E-09,3.19E-23,-6.38E-25
9.98E-09,3.19E-23,-6.37E-25
1.00E-08,3.18E-23,-6.36E-25
