time,vout,iout
1.26E-10,63.23,2.95
1.30E-10,64.44,3.045
1.33E-10,65.45,3.131
1.39E-10,67.19,3.299
1.45E-10,68.74,3.464
1.53E-10,70.48,3.673
1.60E-10,72.06,3.888
1.68E-10,73.62,4.133
1.77E-10,75.07,4.394
1.93E-10,77.22,4.901
2.02E-10,78.07,5.164
2.11E-10,78.85,5.453
2.25E-10,79.79,5.9
2.45E-10,80.65,6.55
2.65E-10,81,7.209
2.85E-10,80.9,7.878
3.00E-10,80.56,8.389
3.02E-10,78.78,8.424
3.08E-10,76.2,8.476
3.20E-10,73.57,8.529
3.29E-10,71.38,8.572
3.44E-10,67.99,8.64
3.64E-10,63.52,8.73
3.84E-10,59.35,8.813
4.04E-10,55.38,8.892
4.24E-10,51.52,8.97
4.44E-10,47.85,9.043
4.64E-10,44.44,9.111
4.84E-10,41.31,9.174
5.04E-10,38.45,9.231
5.24E-10,35.83,9.283
5.44E-10,33.44,9.331
5.64E-10,31.25,9.375
5.84E-10,29.24,9.415
6.04E-10,27.39,9.452
6.24E-10,25.71,9.486
6.44E-10,24.16,9.517
6.64E-10,22.74,9.545
6.84E-10,21.43,9.571
7.04E-10,20.23,9.595
7.24E-10,19.13,9.617
7.44E-10,18.11,9.638
7.64E-10,17.18,9.656
7.84E-10,16.32,9.674
8.04E-10,15.53,9.689
8.24E-10,14.8,9.704
8.44E-10,14.12,9.718
8.64E-10,13.5,9.73
8.84E-10,12.92,9.742
9.04E-10,12.39,9.752
9.24E-10,11.9,9.762
9.44E-10,11.44,9.771
9.64E-10,11.02,9.78
9.84E-10,10.63,9.787
1.00E-09,10.26,9.795
1.02E-09,9.923,9.802
1.04E-09,9.609,9.808
1.06E-09,9.316,9.814
1.08E-09,9.043,9.819
1.10E-09,8.789,9.824
1.12E-09,8.553,9.829
1.14E-09,8.332,9.833
1.16E-09,8.126,9.837
1.18E-09,7.933,9.841
1.20E-09,7.753,9.845
1.22E-09,7.585,9.848
1.24E-09,7.427,9.851
1.26E-09,7.28,9.854
1.28E-09,7.142,9.857
1.30E-09,7.012,9.86
1.32E-09,6.89,9.862
1.34E-09,6.776,9.864
1.36E-09,6.669,9.867
1.38E-09,6.568,9.869
1.40E-09,6.474,9.871
1.42E-09,6.385,9.872
1.44E-09,6.301,9.874
1.46E-09,6.222,9.876
1.48E-09,6.148,9.877
1.50E-09,6.078,9.878
1.52E-09,6.012,9.88
1.54E-09,5.949,9.881
1.56E-09,5.891,9.882
1.58E-09,5.835,9.883
1.60E-09,5.783,9.884
1.62E-09,5.734,9.885
1.64E-09,5.687,9.886
1.66E-09,5.643,9.887
1.68E-09,5.602,9.888
1.70E-09,5.563,9.889
1.72E-09,5.526,9.889
1.74E-09,5.491,9.89
1.76E-09,5.458,9.891
1.78E-09,5.426,9.891
1.80E-09,5.397,9.892
1.82E-09,5.369,9.893
1.84E-09,5.343,9.893
1.86E-09,5.319,9.894
1.88E-09,5.295,9.894
1.90E-09,5.273,9.895
1.92E-09,5.253,9.895
1.94E-09,5.233,9.895
1.96E-09,5.215,9.896
1.98E-09,5.198,9.896
2.00E-09,5.182,9.896
2.02E-09,5.167,9.897
2.04E-09,5.154,9.897
2.06E-09,5.141,9.897
2.08E-09,5.129,9.897
2.10E-09,5.117,9.898
2.12E-09,5.107,9.898
2.14E-09,5.098,9.898
2.16E-09,5.089,9.898
2.18E-09,5.081,9.898
2.20E-09,5.074,9.899
2.22E-09,5.068,9.899
2.24E-09,5.062,9.899
2.26E-09,5.058,9.899
2.28E-09,5.053,9.899
2.30E-09,5.05,9.899
2.32E-09,5.047,9.899
2.34E-09,5.045,9.899
2.36E-09,5.043,9.899
2.38E-09,5.043,9.899
2.40E-09,5.042,9.899
2.42E-09,5.042,9.899
2.44E-09,5.042,9.899
2.46E-09,5.042,9.899
2.48E-09,5.042,9.899
2.50E-09,5.042,9.899
2.52E-09,5.042,9.899
2.54E-09,5.042,9.899
2.56E-09,5.042,9.899
2.58E-09,5.042,9.899
2.60E-09,5.042,9.899
2.62E-09,5.042,9.899
2.64E-09,5.042,9.899
2.66E-09,5.042,9.899
2.68E-09,5.042,9.899
2.70E-09,5.042,9.899
2.72E-09,5.042,9.899
2.74E-09,5.042,9.899
2.76E-09,5.042,9.899
2.78E-09,5.042,9.899
2.80E-09,5.042,9.899
2.82E-09,5.042,9.899
2.84E-09,5.042,9.899
2.86E-09,5.042,9.899
2.88E-09,5.042,9.899
2.90E-09,5.042,9.899
2.92E-09,5.042,9.899
2.94E-09,5.042,9.899
2.96E-09,5.042,9.899
2.98E-09,5.042,9.899
3.00E-09,5.042,9.899
3.02E-09,5.042,9.899
3.04E-09,5.042,9.899
3.06E-09,5.042,9.899
3.08E-09,5.042,9.899
3.10E-09,5.042,9.899
3.12E-09,5.042,9.899
3.14E-09,5.042,9.899
3.16E-09,5.042,9.899
3.18E-09,5.042,9.899
3.20E-09,5.042,9.899
3.22E-09,5.042,9.899
3.24E-09,5.042,9.899
3.26E-09,5.042,9.899
3.28E-09,5.042,9.899
3.30E-09,5.042,9.899
3.32E-09,5.042,9.899
3.34E-09,5.042,9.899
3.36E-09,5.042,9.899
3.38E-09,5.042,9.899
3.40E-09,5.042,9.899
3.42E-09,5.042,9.899
3.44E-09,5.042,9.899
3.46E-09,5.042,9.899
3.48E-09,5.042,9.899
3.50E-09,5.042,9.899
3.52E-09,5.042,9.899
3.54E-09,5.042,9.899
3.56E-09,5.042,9.899
3.58E-09,5.042,9.899
3.60E-09,5.042,9.899
3.62E-09,5.042,9.899
3.64E-09,5.042,9.899
3.66E-09,5.042,9.899
3.68E-09,5.042,9.899
3.70E-09,5.042,9.899
3.72E-09,5.042,9.899
3.74E-09,5.042,9.899
3.76E-09,5.042,9.899
3.78E-09,5.042,9.899
3.80E-09,5.042,9.899
3.82E-09,5.042,9.899
3.84E-09,5.042,9.899
3.86E-09,5.042,9.899
3.88E-09,5.042,9.899
3.90E-09,5.042,9.899
3.92E-09,5.042,9.899
3.94E-09,5.042,9.899
3.96E-09,5.042,9.899
3.98E-09,5.042,9.899
4.00E-09,5.042,9.899
4.02E-09,5.042,9.899
4.04E-09,5.042,9.899
4.06E-09,5.042,9.899
4.08E-09,5.042,9.899
4.10E-09,5.042,9.899
4.12E-09,5.042,9.899
4.14E-09,5.042,9.899
4.16E-09,5.042,9.899
4.18E-09,5.042,9.899
4.20E-09,5.042,9.899
4.22E-09,5.042,9.899
4.24E-09,5.042,9.899
4.26E-09,5.042,9.899
4.28E-09,5.042,9.899
4.30E-09,5.042,9.899
4.32E-09,5.042,9.899
4.34E-09,5.042,9.899
4.36E-09,5.042,9.899
4.38E-09,5.042,9.899
4.40E-09,5.042,9.899
4.42E-09,5.042,9.899
4.44E-09,5.042,9.899
4.46E-09,5.042,9.899
4.48E-09,5.042,9.899
4.50E-09,5.042,9.899
4.52E-09,5.042,9.899
4.54E-09,5.042,9.899
4.56E-09,5.042,9.899
4.58E-09,5.042,9.899
4.60E-09,5.042,9.899
4.62E-09,5.042,9.899
4.64E-09,5.042,9.899
4.66E-09,5.042,9.899
4.68E-09,5.042,9.899
4.70E-09,5.042,9.899
4.72E-09,5.042,9.899
4.74E-09,5.042,9.899
4.76E-09,5.042,9.899
4.78E-09,5.042,9.899
4.80E-09,5.042,9.899
4.82E-09,5.042,9.899
4.84E-09,5.042,9.899
4.86E-09,5.042,9.899
4.88E-09,5.042,9.899
4.90E-09,5.042,9.899
4.92E-09,5.042,9.899
4.94E-09,5.042,9.899
4.96E-09,5.042,9.899
4.98E-09,5.042,9.899
5.00E-09,5.042,9.899
5.02E-09,5.042,9.899
5.04E-09,5.042,9.899
5.06E-09,5.042,9.899
5.08E-09,5.042,9.899
5.10E-09,5.042,9.899
5.12E-09,5.042,9.899
5.14E-09,5.042,9.899
5.16E-09,5.042,9.899
5.18E-09,5.042,9.899
5.20E-09,5.042,9.899
5.22E-09,5.042,9.899
5.24E-09,5.042,9.899
5.26E-09,5.042,9.899
5.28E-09,5.042,9.899
5.30E-09,5.042,9.899
5.30E-09,3.374,9.866
5.31E-09,1.516,9.703
5.32E-09,1.61,9.213
5.34E-09,1.574,8.717
5.36E-09,1.495,8.13
5.38E-09,1.41,7.465
5.40E-09,1.326,6.8
5.42E-09,1.241,6.136
5.44E-09,1.156,5.471
5.46E-09,1.071,4.806
5.48E-09,9.85E-01,4.141
5.50E-09,8.99E-01,3.476
5.52E-09,8.11E-01,2.811
5.53E-09,7.26E-01,2.171
5.55E-09,6.35E-01,1.506
5.57E-09,5.38E-01,8.42E-01
5.59E-09,4.19E-01,1.77E-01
5.60E-09,3.28E-01,-6.56E-03
5.60E-09,8.02E-01,-1.61E-02
5.60E-09,1.012,-2.02E-02
5.60E-09,1.222,-2.44E-02
5.60E-09,1.397,-2.79E-02
5.60E-09,1.581,-3.16E-02
5.60E-09,1.754,-3.51E-02
5.60E-09,1.935,-3.87E-02
5.60E-09,2.218,-4.44E-02
5.60E-09,2.359,-4.72E-02
5.60E-09,2.477,-4.96E-02
5.60E-09,2.605,-5.21E-02
5.60E-09,2.709,-5.42E-02
5.60E-09,2.81,-5.62E-02
5.60E-09,2.925,-5.85E-02
5.61E-09,2.987,-5.97E-02
5.61E-09,2.922,-5.84E-02
5.61E-09,2.78,-5.56E-02
5.61E-09,2.593,-5.19E-02
5.61E-09,2.366,-4.73E-02
5.61E-09,2.1,-4.20E-02
5.62E-09,1.791,-3.58E-02
5.62E-09,1.415,-2.83E-02
5.63E-09,1.018,-2.04E-02
5.63E-09,7.38E-01,-1.48E-02
5.64E-09,5.35E-01,-1.07E-02
5.65E-09,3.92E-01,-7.84E-03
5.65E-09,2.89E-01,-5.79E-03
5.66E-09,2.15E-01,-4.29E-03
5.66E-09,1.59E-01,-3.19E-03
5.67E-09,1.18E-01,-2.37E-03
5.67E-09,8.78E-02,-1.76E-03
5.68E-09,6.52E-02,-1.30E-03
5.68E-09,4.83E-02,-9.66E-04
5.69E-09,3.58E-02,-7.16E-04
5.69E-09,2.66E-02,-5.31E-04
5.70E-09,1.97E-02,-3.94E-04
5.70E-09,1.46E-02,-2.92E-04
5.71E-09,1.08E-02,-2.16E-04
5.71E-09,8.02E-03,-1.60E-04
5.72E-09,5.94E-03,-1.19E-04
5.73E-09,4.40E-03,-8.81E-05
5.73E-09,3.27E-03,-6.53E-05
5.74E-09,2.42E-03,-4.84E-05
5.74E-09,1.79E-03,-3.59E-05
5.75E-09,1.33E-03,-2.66E-05
5.75E-09,9.86E-04,-1.97E-05
5.76E-09,7.31E-04,-1.46E-05
5.76E-09,5.42E-04,-1.08E-05
5.77E-09,3.29E-04,-6.58E-06
5.78E-09,2.16E-04,-4.31E-06
5.79E-09,1.65E-04,-3.31E-06
5.80E-09,1.03E-04,-2.07E-06
5.80E-09,9.35E-05,-1.87E-06
5.80E-09,8.47E-05,-1.70E-06
5.80E-09,7.54E-05,-1.51E-06
5.80E-09,6.70E-05,-1.34E-06
5.81E-09,5.51E-05,-1.10E-06
5.81E-09,5.00E-05,-9.99E-07
5.81E-09,4.53E-05,-9.05E-07
5.81E-09,4.03E-05,-8.06E-07
5.82E-09,3.58E-05,-7.16E-07
5.82E-09,2.94E-05,-5.88E-07
5.83E-09,2.16E-05,-4.33E-07
5.83E-09,1.97E-05,-3.93E-07
5.83E-09,1.79E-05,-3.57E-07
5.83E-09,1.59E-05,-3.18E-07
5.83E-09,1.41E-05,-2.83E-07
5.84E-09,1.16E-05,-2.33E-07
5.84E-09,8.59E-06,-1.72E-07
5.85E-09,7.80E-06,-1.56E-07
5.85E-09,7.09E-06,-1.42E-07
5.85E-09,6.30E-06,-1.26E-07
5.85E-09,5.61E-06,-1.12E-07
5.86E-09,4.62E-06,-9.24E-08
5.86E-09,3.41E-06,-6.82E-08
5.86E-09,3.10E-06,-6.19E-08
5.86E-09,2.81E-06,-5.63E-08
5.87E-09,2.50E-06,-5.00E-08
5.87E-09,2.24E-06,-4.47E-08
5.87E-09,1.98E-06,-3.97E-08
5.87E-09,1.76E-06,-3.51E-08
5.88E-09,1.43E-06,-2.85E-08
5.88E-09,1.29E-06,-2.59E-08
5.88E-09,1.17E-06,-2.34E-08
5.88E-09,1.04E-06,-2.08E-08
5.89E-09,9.30E-07,-1.86E-08
5.89E-09,8.22E-07,-1.64E-08
5.89E-09,6.59E-07,-1.32E-08
5.89E-09,5.98E-07,-1.20E-08
5.90E-09,5.41E-07,-1.08E-08
5.90E-09,4.82E-07,-9.63E-09
5.90E-09,4.28E-07,-8.56E-09
5.90E-09,3.58E-07,-7.15E-09
5.91E-09,3.24E-07,-6.48E-09
5.91E-09,2.82E-07,-5.64E-09
5.91E-09,2.52E-07,-5.05E-09
5.91E-09,2.23E-07,-4.45E-09
5.92E-09,1.99E-07,-3.97E-09
5.92E-09,1.75E-07,-3.50E-09
5.92E-09,1.39E-07,-2.78E-09
5.93E-09,1.26E-07,-2.52E-09
5.93E-09,1.14E-07,-2.28E-09
5.93E-09,9.66E-08,-1.93E-09
5.93E-09,8.74E-08,-1.75E-09
5.94E-09,7.56E-08,-1.51E-09
5.94E-09,6.82E-08,-1.36E-09
5.94E-09,5.81E-08,-1.16E-09
5.95E-09,4.46E-08,-8.93E-10
5.95E-09,2.89E-08,-5.77E-10
5.95E-09,2.63E-08,-5.26E-10
5.96E-09,2.40E-08,-4.79E-10
5.96E-09,2.13E-08,-4.26E-10
5.96E-09,1.89E-08,-3.77E-10
5.97E-09,1.56E-08,-3.12E-10
5.97E-09,1.38E-08,-2.77E-10
5.97E-09,1.14E-08,-2.27E-10
5.97E-09,9.81E-09,-1.96E-10
5.98E-09,8.41E-09,-1.68E-10
5.98E-09,6.72E-09,-1.35E-10
5.99E-09,5.60E-09,-1.12E-10
5.99E-09,4.35E-09,-8.70E-11
6.01E-09,2.33E-09,-4.66E-11
6.03E-09,1.13E-09,-2.25E-11
6.05E-09,5.43E-10,-1.09E-11
6.07E-09,2.62E-10,-5.25E-12
6.09E-09,1.27E-10,-2.53E-12
6.11E-09,6.12E-11,-1.22E-12
6.13E-09,2.96E-11,-5.91E-13
6.15E-09,1.43E-11,-2.85E-13
6.17E-09,6.89E-12,-1.38E-13
6.19E-09,3.33E-12,-6.66E-14
6.21E-09,1.61E-12,-3.21E-14
6.23E-09,7.76E-13,-1.55E-14
6.25E-09,3.75E-13,-7.50E-15
6.27E-09,1.81E-13,-3.62E-15
6.29E-09,8.74E-14,-1.75E-15
6.31E-09,4.22E-14,-8.44E-16
6.33E-09,2.04E-14,-4.08E-16
6.35E-09,9.84E-15,-1.97E-16
6.37E-09,4.75E-15,-9.51E-17
6.39E-09,2.30E-15,-4.59E-17
6.41E-09,1.11E-15,-2.22E-17
6.43E-09,5.35E-16,-1.07E-17
6.45E-09,2.59E-16,-5.17E-18
6.47E-09,1.25E-16,-2.50E-18
6.49E-09,6.03E-17,-1.21E-18
6.51E-09,2.91E-17,-5.82E-19
6.53E-09,1.41E-17,-2.81E-19
6.55E-09,6.79E-18,-1.36E-19
6.57E-09,3.28E-18,-6.56E-20
6.59E-09,1.58E-18,-3.17E-20
6.61E-09,7.65E-19,-1.53E-20
6.63E-09,3.69E-19,-7.39E-21
6.65E-09,1.78E-19,-3.57E-21
6.67E-09,8.62E-20,-1.72E-21
6.69E-09,4.16E-20,-8.33E-22
6.71E-09,2.01E-20,-4.02E-22
6.73E-09,9.73E-21,-1.95E-22
6.75E-09,4.72E-21,-9.43E-23
6.77E-09,2.29E-21,-4.59E-23
6.79E-09,1.12E-21,-2.25E-23
6.81E-09,5.59E-22,-1.12E-23
6.83E-09,2.86E-22,-5.72E-24
6.85E-09,1.54E-22,-3.09E-24
6.87E-09,9.06E-23,-1.81E-24
6.89E-09,5.98E-23,-1.20E-24
6.91E-09,4.49E-23,-8.98E-25
6.93E-09,3.77E-23,-7.54E-25
6.95E-09,3.42E-23,-6.84E-25
6.97E-09,3.25E-23,-6.50E-25
6.99E-09,3.16E-23,-6.32E-25
7.01E-09,3.12E-23,-6.24E-25
7.03E-09,3.10E-23,-6.19E-25
7.05E-09,3.08E-23,-6.16E-25
7.07E-09,3.07E-23,-6.15E-25
7.09E-09,3.07E-23,-6.13E-25
7.11E-09,3.06E-23,-6.12E-25
7.13E-09,3.06E-23,-6.11E-25
7.15E-09,3.05E-23,-6.11E-25
7.17E-09,3.05E-23,-6.10E-25
7.19E-09,3.04E-23,-6.09E-25
7.21E-09,3.04E-23,-6.08E-25
7.23E-09,3.04E-23,-6.07E-25
7.25E-09,3.03E-23,-6.06E-25
7.27E-09,3.03E-23,-6.05E-25
7.29E-09,3.02E-23,-6.05E-25
7.31E-09,3.02E-23,-6.04E-25
7.33E-09,3.02E-23,-6.03E-25
7.35E-09,3.01E-23,-6.02E-25
7.37E-09,3.01E-23,-6.01E-25
7.39E-09,3.00E-23,-6.01E-25
7.41E-09,3.00E-23,-6.00E-25
7.43E-09,3.00E-23,-5.99E-25
7.45E-09,2.99E-23,-5.98E-25
7.47E-09,2.99E-23,-5.98E-25
7.49E-09,2.98E-23,-5.97E-25
7.51E-09,2.98E-23,-5.96E-25
7.53E-09,2.98E-23,-5.95E-25
7.55E-09,2.97E-23,-5.95E-25
7.57E-09,2.97E-23,-5.94E-25
7.59E-09,2.97E-23,-5.93E-25
7.61E-09,2.96E-23,-5.92E-25
7.63E-09,2.96E-23,-5.92E-25
7.65E-09,2.95E-23,-5.91E-25
7.67E-09,2.95E-23,-5.90E-25
7.69E-09,2.95E-23,-5.89E-25
7.71E-09,2.94E-23,-5.89E-25
7.73E-09,2.94E-23,-5.88E-25
7.75E-09,2.94E-23,-5.87E-25
7.77E-09,2.93E-23,-5.87E-25
7.79E-09,2.93E-23,-5.86E-25
7.81E-09,2.93E-23,-5.85E-25
7.83E-09,2.92E-23,-5.84E-25
7.85E-09,2.92E-23,-5.84E-25
7.87E-09,2.92E-23,-5.83E-25
7.89E-09,2.91E-23,-5.82E-25
7.91E-09,2.91E-23,-5.82E-25
7.93E-09,2.91E-23,-5.81E-25
7.95E-09,2.90E-23,-5.80E-25
7.97E-09,2.90E-23,-5.80E-25
7.99E-09,2.90E-23,-5.79E-25
8.01E-09,2.89E-23,-5.78E-25
8.03E-09,2.89E-23,-5.78E-25
8.05E-09,2.89E-23,-5.77E-25
8.07E-09,2.88E-23,-5.76E-25
8.09E-09,2.88E-23,-5.76E-25
8.11E-09,2.88E-23,-5.75E-25
8.13E-09,2.87E-23,-5.74E-25
8.15E-09,2.87E-23,-5.74E-25
8.17E-09,2.87E-23,-5.73E-25
8.19E-09,2.86E-23,-5.73E-25
8.21E-09,2.86E-23,-5.72E-25
8.23E-09,2.86E-23,-5.71E-25
8.25E-09,2.85E-23,-5.71E-25
8.27E-09,2.85E-23,-5.70E-25
8.29E-09,2.85E-23,-5.70E-25
8.31E-09,2.84E-23,-5.69E-25
8.33E-09,2.84E-23,-5.68E-25
8.35E-09,2.84E-23,-5.68E-25
8.37E-09,2.84E-23,-5.67E-25
8.39E-09,2.83E-23,-5.67E-25
8.41E-09,2.83E-23,-5.66E-25
8.43E-09,2.83E-23,-5.65E-25
8.45E-09,2.82E-23,-5.65E-25
8.47E-09,2.82E-23,-5.64E-25
8.49E-09,2.82E-23,-5.64E-25
8.51E-09,2.82E-23,-5.63E-25
8.53E-09,2.81E-23,-5.62E-25
8.55E-09,2.81E-23,-5.62E-25
8.57E-09,2.81E-23,-5.61E-25
8.59E-09,2.80E-23,-5.61E-25
8.61E-09,2.80E-23,-5.60E-25
8.63E-09,2.80E-23,-5.60E-25
8.65E-09,2.80E-23,-5.59E-25
8.67E-09,2.79E-23,-5.59E-25
8.69E-09,2.79E-23,-5.58E-25
8.71E-09,2.79E-23,-5.57E-25
8.73E-09,2.78E-23,-5.57E-25
8.75E-09,2.78E-23,-5.56E-25
8.77E-09,2.78E-23,-5.56E-25
8.79E-09,2.78E-23,-5.55E-25
8.81E-09,2.77E-23,-5.55E-25
8.83E-09,2.77E-23,-5.54E-25
8.85E-09,2.77E-23,-5.54E-25
8.87E-09,2.77E-23,-5.53E-25
8.89E-09,2.76E-23,-5.53E-25
8.91E-09,2.76E-23,-5.52E-25
8.93E-09,2.76E-23,-5.52E-25
8.95E-09,2.76E-23,-5.51E-25
8.97E-09,2.75E-23,-5.51E-25
8.99E-09,2.75E-23,-5.50E-25
9.01E-09,2.75E-23,-5.50E-25
9.03E-09,2.75E-23,-5.49E-25
9.05E-09,2.74E-23,-5.49E-25
9.07E-09,2.74E-23,-5.48E-25
9.09E-09,2.74E-23,-5.48E-25
9.11E-09,2.74E-23,-5.47E-25
9.13E-09,2.73E-23,-5.47E-25
9.15E-09,2.73E-23,-5.46E-25
9.17E-09,2.73E-23,-5.46E-25
9.19E-09,2.73E-23,-5.45E-25
9.21E-09,2.72E-23,-5.45E-25
9.23E-09,2.72E-23,-5.44E-25
9.25E-09,2.72E-23,-5.44E-25
9.27E-09,2.72E-23,-5.43E-25
9.29E-09,2.71E-23,-5.43E-25
9.31E-09,2.71E-23,-5.42E-25
9.33E-09,2.71E-23,-5.42E-25
9.35E-09,2.71E-23,-5.41E-25
9.37E-09,2.71E-23,-5.41E-25
9.39E-09,2.70E-23,-5.41E-25
9.41E-09,2.70E-23,-5.40E-25
9.43E-09,2.70E-23,-5.40E-25
9.45E-09,2.70E-23,-5.39E-25
9.47E-09,2.69E-23,-5.39E-25
9.49E-09,2.69E-23,-5.38E-25
9.51E-09,2.69E-23,-5.38E-25
9.53E-09,2.69E-23,-5.37E-25
9.55E-09,2.69E-23,-5.37E-25
9.57E-09,2.68E-23,-5.37E-25
9.59E-09,2.68E-23,-5.36E-25
9.61E-09,2.68E-23,-5.36E-25
9.63E-09,2.68E-23,-5.35E-25
9.65E-09,2.67E-23,-5.35E-25
9.67E-09,2.67E-23,-5.34E-25
9.69E-09,2.67E-23,-5.34E-25
9.71E-09,2.67E-23,-5.34E-25
9.73E-09,2.67E-23,-5.33E-25
9.75E-09,2.66E-23,-5.33E-25
9.77E-09,2.66E-23,-5.32E-25
9.79E-09,2.66E-23,-5.32E-25
9.81E-09,2.66E-23,-5.31E-25
9.83E-09,2.66E-23,-5.31E-25
9.85E-09,2.65E-23,-5.31E-25
9.87E-09,2.65E-23,-5.30E-25
9.89E-09,2.65E-23,-5.30E-25
9.91E-09,2.65E-23,-5.29E-25
9.93E-09,2.65E-23,-5.29E-25
9.95E-09,2.64E-23,-5.29E-25
9.97E-09,2.64E-23,-5.28E-25
9.99E-09,2.64E-23,-5.28E-25
1.00E-08,2.64E-23,-5.28E-25
