time,vout,iout
1.51E-09,31.02,9.38
1.53E-09,30.96,9.381
1.55E-09,30.91,9.382
1.57E-09,30.86,9.383
1.59E-09,30.8,9.384
1.61E-09,30.76,9.385
1.63E-09,30.71,9.386
1.65E-09,30.67,9.387
1.67E-09,30.63,9.387
1.69E-09,30.59,9.388
1.71E-09,30.55,9.389
1.73E-09,30.52,9.39
1.75E-09,30.49,9.39
1.77E-09,30.45,9.391
1.79E-09,30.42,9.392
1.81E-09,30.4,9.392
1.83E-09,30.37,9.393
1.85E-09,30.34,9.393
1.87E-09,30.32,9.394
1.89E-09,30.3,9.394
1.91E-09,30.28,9.394
1.93E-09,30.26,9.395
1.95E-09,30.24,9.395
1.97E-09,30.22,9.396
1.99E-09,30.2,9.396
2.01E-09,30.18,9.396
2.03E-09,30.17,9.397
2.05E-09,30.15,9.397
2.07E-09,30.14,9.397
2.09E-09,30.13,9.397
2.11E-09,30.12,9.398
2.13E-09,30.1,9.398
2.15E-09,30.09,9.398
2.17E-09,30.08,9.398
2.19E-09,30.07,9.399
2.21E-09,30.07,9.399
2.23E-09,30.06,9.399
2.25E-09,30.05,9.399
2.27E-09,30.04,9.399
2.29E-09,30.04,9.399
2.31E-09,30.03,9.399
2.33E-09,30.03,9.399
2.35E-09,30.02,9.4
2.37E-09,30.02,9.4
2.39E-09,30.02,9.4
2.41E-09,30.01,9.4
2.43E-09,30.01,9.4
2.45E-09,30.01,9.4
2.47E-09,30.01,9.4
2.49E-09,30.01,9.4
2.51E-09,30.01,9.4
2.53E-09,30.01,9.4
2.55E-09,30.01,9.4
2.57E-09,30.01,9.4
2.59E-09,30.01,9.4
2.61E-09,30.01,9.4
2.63E-09,30.01,9.4
2.65E-09,30.01,9.4
2.67E-09,30.01,9.4
2.69E-09,30.01,9.4
2.71E-09,30.01,9.4
2.73E-09,30.01,9.4
2.75E-09,30.01,9.4
2.77E-09,30.01,9.4
2.79E-09,30.01,9.4
2.81E-09,30.01,9.4
2.83E-09,30.01,9.4
2.85E-09,30.01,9.4
2.87E-09,30.01,9.4
2.89E-09,30.01,9.4
2.91E-09,30.01,9.4
2.93E-09,30.01,9.4
2.95E-09,30.01,9.4
2.97E-09,30.01,9.4
2.99E-09,30.01,9.4
3.01E-09,30.01,9.4
3.03E-09,30.01,9.4
3.05E-09,30.01,9.4
3.07E-09,30.01,9.4
3.09E-09,30.01,9.4
3.11E-09,30.01,9.4
3.13E-09,30.01,9.4
3.15E-09,30.01,9.4
3.17E-09,30.01,9.4
3.19E-09,30.01,9.4
3.21E-09,30.01,9.4
3.23E-09,30.01,9.4
3.25E-09,30.01,9.4
3.27E-09,30.01,9.4
3.29E-09,30.01,9.4
3.31E-09,30.01,9.4
3.33E-09,30.01,9.4
3.35E-09,30.01,9.4
3.37E-09,30.01,9.4
3.39E-09,30.01,9.4
3.41E-09,30.01,9.4
3.43E-09,30.01,9.4
3.45E-09,30.01,9.4
3.47E-09,30.01,9.4
3.49E-09,30.01,9.4
3.51E-09,30.01,9.4
3.53E-09,30.01,9.4
3.55E-09,30.01,9.4
3.57E-09,30.01,9.4
3.59E-09,30.01,9.4
3.61E-09,30.01,9.4
3.63E-09,30.01,9.4
3.65E-09,30.01,9.4
3.67E-09,30.01,9.4
3.69E-09,30.01,9.4
3.71E-09,30.01,9.4
3.73E-09,30.01,9.4
3.75E-09,30.01,9.4
3.77E-09,30.01,9.4
3.79E-09,30.01,9.4
3.81E-09,30.01,9.4
3.83E-09,30.01,9.4
3.85E-09,30.01,9.4
3.87E-09,30.01,9.4
3.89E-09,30.01,9.4
3.91E-09,30.01,9.4
3.93E-09,30.01,9.4
3.95E-09,30.01,9.4
3.97E-09,30.01,9.4
3.99E-09,30.01,9.4
4.01E-09,30.01,9.4
4.03E-09,30.01,9.4
4.05E-09,30.01,9.4
4.07E-09,30.01,9.4
4.09E-09,30.01,9.4
4.11E-09,30.01,9.4
4.13E-09,30.01,9.4
4.15E-09,30.01,9.4
4.17E-09,30.01,9.4
4.19E-09,30.01,9.4
4.21E-09,30.01,9.4
4.23E-09,30.01,9.4
4.25E-09,30.01,9.4
4.27E-09,30.01,9.4
4.29E-09,30.01,9.4
4.31E-09,30.01,9.4
4.33E-09,30.01,9.4
4.35E-09,30.01,9.4
4.37E-09,30.01,9.4
4.39E-09,30.01,9.4
4.41E-09,30.01,9.4
4.43E-09,30.01,9.4
4.45E-09,30.01,9.4
4.47E-09,30.01,9.4
4.49E-09,30.01,9.4
4.51E-09,30.01,9.4
4.53E-09,30.01,9.4
4.55E-09,30.01,9.4
4.57E-09,30.01,9.4
4.59E-09,30.01,9.4
4.61E-09,30.01,9.4
4.63E-09,30.01,9.4
4.65E-09,30.01,9.4
4.67E-09,30.01,9.4
4.69E-09,30.01,9.4
4.71E-09,30.01,9.4
4.73E-09,30.01,9.4
4.75E-09,30.01,9.4
4.77E-09,30.01,9.4
4.79E-09,30.01,9.4
4.81E-09,30.01,9.4
4.83E-09,30.01,9.4
4.85E-09,30.01,9.4
4.87E-09,30.01,9.4
4.89E-09,30.01,9.4
4.91E-09,30.01,9.4
4.93E-09,30.01,9.4
4.95E-09,30.01,9.4
4.97E-09,30.01,9.4
4.99E-09,30.01,9.4
5.01E-09,30.01,9.4
5.03E-09,30.01,9.4
5.05E-09,30.01,9.4
5.07E-09,30.01,9.4
5.09E-09,30.01,9.4
5.11E-09,30.01,9.4
5.13E-09,30.01,9.4
5.15E-09,30.01,9.4
5.17E-09,30.01,9.4
5.19E-09,30.01,9.4
5.21E-09,30.01,9.4
5.23E-09,30.01,9.4
5.25E-09,30.01,9.4
5.27E-09,30.01,9.4
5.29E-09,30.01,9.4
5.30E-09,30.01,9.4
5.30E-09,28.33,9.367
5.31E-09,26.39,9.206
5.32E-09,26.09,8.68
5.34E-09,25.66,8.181
5.36E-09,25.09,7.526
5.38E-09,24.5,6.871
5.40E-09,23.92,6.216
5.42E-09,23.34,5.561
5.44E-09,22.76,4.906
5.46E-09,22.17,4.251
5.48E-09,21.59,3.596
5.50E-09,21,2.941
5.52E-09,20.42,2.286
5.54E-09,19.83,1.631
5.56E-09,19.24,9.76E-01
5.58E-09,18.68,3.67E-01
5.59E-09,18.37,5.52E-02
5.59E-09,17.38,-1.18E-01
5.60E-09,15.47,-2.43E-01
5.60E-09,14.35,-2.87E-01
5.60E-09,14.74,-2.95E-01
5.60E-09,15.03,-3.01E-01
5.60E-09,14.77,-2.95E-01
5.61E-09,13.82,-2.76E-01
5.61E-09,12.73,-2.55E-01
5.61E-09,11.49,-2.30E-01
5.61E-09,10.22,-2.04E-01
5.61E-09,9.263,-1.85E-01
5.62E-09,7.964,-1.59E-01
5.62E-09,6.102,-1.22E-01
5.62E-09,5.54,-1.11E-01
5.63E-09,5.032,-1.01E-01
5.63E-09,4.476,-8.95E-02
5.63E-09,3.998,-8.00E-02
5.63E-09,3.549,-7.10E-02
5.63E-09,3.144,-6.29E-02
5.64E-09,2.549,-5.10E-02
5.64E-09,2.312,-4.62E-02
5.64E-09,2.095,-4.19E-02
5.64E-09,1.864,-3.73E-02
5.65E-09,1.664,-3.33E-02
5.65E-09,1.477,-2.95E-02
5.65E-09,1.308,-2.62E-02
5.66E-09,1.059,-2.12E-02
5.66E-09,9.61E-01,-1.92E-02
5.66E-09,8.71E-01,-1.74E-02
5.66E-09,7.75E-01,-1.55E-02
5.66E-09,6.91E-01,-1.38E-02
5.67E-09,6.14E-01,-1.23E-02
5.67E-09,5.44E-01,-1.09E-02
5.67E-09,4.40E-01,-8.80E-03
5.67E-09,3.99E-01,-7.99E-03
5.68E-09,3.62E-01,-7.24E-03
5.68E-09,3.22E-01,-6.44E-03
5.68E-09,2.87E-01,-5.75E-03
5.68E-09,2.55E-01,-5.10E-03
5.69E-09,2.26E-01,-4.52E-03
5.69E-09,1.83E-01,-3.66E-03
5.69E-09,1.66E-01,-3.32E-03
5.69E-09,1.50E-01,-3.01E-03
5.70E-09,1.34E-01,-2.68E-03
5.70E-09,1.19E-01,-2.39E-03
5.70E-09,1.06E-01,-2.12E-03
5.70E-09,9.39E-02,-1.88E-03
5.71E-09,7.60E-02,-1.52E-03
5.71E-09,6.90E-02,-1.38E-03
5.71E-09,6.25E-02,-1.25E-03
5.71E-09,5.56E-02,-1.11E-03
5.72E-09,4.96E-02,-9.93E-04
5.72E-09,4.41E-02,-8.81E-04
5.72E-09,3.90E-02,-7.81E-04
5.72E-09,3.16E-02,-6.32E-04
5.73E-09,2.87E-02,-5.73E-04
5.73E-09,2.60E-02,-5.19E-04
5.73E-09,2.31E-02,-4.62E-04
5.73E-09,2.06E-02,-4.13E-04
5.73E-09,1.83E-02,-3.66E-04
5.74E-09,1.62E-02,-3.24E-04
5.74E-09,1.31E-02,-2.63E-04
5.74E-09,1.19E-02,-2.38E-04
5.74E-09,1.08E-02,-2.16E-04
5.75E-09,9.60E-03,-1.92E-04
5.75E-09,8.57E-03,-1.72E-04
5.75E-09,7.61E-03,-1.52E-04
5.75E-09,6.74E-03,-1.35E-04
5.76E-09,5.46E-03,-1.09E-04
5.76E-09,4.95E-03,-9.90E-05
5.76E-09,4.49E-03,-8.97E-05
5.76E-09,3.99E-03,-7.98E-05
5.77E-09,3.56E-03,-7.13E-05
5.77E-09,3.16E-03,-6.33E-05
5.77E-09,2.80E-03,-5.60E-05
5.77E-09,2.27E-03,-4.54E-05
5.78E-09,2.06E-03,-4.12E-05
5.78E-09,1.86E-03,-3.73E-05
5.78E-09,1.66E-03,-3.32E-05
5.78E-09,1.48E-03,-2.96E-05
5.79E-09,1.32E-03,-2.63E-05
5.79E-09,1.16E-03,-2.33E-05
5.79E-09,9.43E-04,-1.89E-05
5.79E-09,8.55E-04,-1.71E-05
5.80E-09,7.75E-04,-1.55E-05
5.80E-09,6.89E-04,-1.38E-05
5.80E-09,6.15E-04,-1.23E-05
5.80E-09,5.47E-04,-1.09E-05
5.81E-09,4.84E-04,-9.68E-06
5.81E-09,3.92E-04,-7.84E-06
5.81E-09,3.55E-04,-7.11E-06
5.81E-09,3.22E-04,-6.44E-06
5.82E-09,2.87E-04,-5.73E-06
5.82E-09,2.56E-04,-5.12E-06
5.82E-09,2.27E-04,-4.54E-06
5.82E-09,2.01E-04,-4.02E-06
5.83E-09,1.63E-04,-3.26E-06
5.83E-09,1.48E-04,-2.95E-06
5.83E-09,1.34E-04,-2.68E-06
5.83E-09,1.19E-04,-2.38E-06
5.83E-09,1.06E-04,-2.13E-06
5.84E-09,9.44E-05,-1.89E-06
5.84E-09,8.36E-05,-1.67E-06
5.84E-09,6.77E-05,-1.35E-06
5.84E-09,6.14E-05,-1.23E-06
5.85E-09,5.56E-05,-1.11E-06
5.85E-09,4.95E-05,-9.90E-07
5.85E-09,4.40E-05,-8.80E-07
5.86E-09,3.61E-05,-7.23E-07
5.86E-09,2.66E-05,-5.32E-07
5.86E-09,2.41E-05,-4.83E-07
5.86E-09,2.19E-05,-4.39E-07
5.87E-09,1.95E-05,-3.90E-07
5.87E-09,1.74E-05,-3.47E-07
5.87E-09,1.43E-05,-2.86E-07
5.88E-09,1.06E-05,-2.11E-07
5.88E-09,9.58E-06,-1.92E-07
5.88E-09,8.71E-06,-1.74E-07
5.88E-09,7.74E-06,-1.55E-07
5.89E-09,6.89E-06,-1.38E-07
5.89E-09,5.68E-06,-1.14E-07
5.90E-09,4.19E-06,-8.38E-08
5.90E-09,3.80E-06,-7.61E-08
5.90E-09,3.46E-06,-6.91E-08
5.90E-09,3.07E-06,-6.15E-08
5.90E-09,2.75E-06,-5.49E-08
5.91E-09,2.44E-06,-4.88E-08
5.91E-09,2.16E-06,-4.32E-08
5.91E-09,1.75E-06,-3.50E-08
5.91E-09,1.59E-06,-3.18E-08
5.92E-09,1.44E-06,-2.88E-08
5.92E-09,1.28E-06,-2.56E-08
5.92E-09,1.14E-06,-2.28E-08
5.92E-09,9.35E-07,-1.87E-08
5.93E-09,6.88E-07,-1.38E-08
5.93E-09,6.24E-07,-1.25E-08
5.93E-09,5.67E-07,-1.14E-08
5.94E-09,5.05E-07,-1.01E-08
5.94E-09,4.49E-07,-8.98E-09
5.94E-09,3.76E-07,-7.52E-09
5.94E-09,3.41E-07,-6.81E-09
5.95E-09,2.94E-07,-5.89E-09
5.96E-09,1.87E-07,-3.74E-09
5.96E-09,1.33E-07,-2.66E-09
5.97E-09,9.24E-08,-1.85E-09
5.97E-09,6.68E-08,-1.34E-09
5.98E-09,4.91E-08,-9.83E-10
5.98E-09,3.65E-08,-7.30E-10
5.99E-09,2.72E-08,-5.45E-10
6.00E-09,2.03E-08,-4.06E-10
6.00E-09,1.51E-08,-3.02E-10
6.00E-09,1.34E-08,-2.68E-10
6.01E-09,1.18E-08,-2.37E-10
6.01E-09,9.74E-09,-1.95E-10
6.01E-09,8.37E-09,-1.67E-10
6.02E-09,6.75E-09,-1.35E-10
6.03E-09,3.30E-09,-6.61E-11
6.04E-09,2.41E-09,-4.82E-11
6.06E-09,1.16E-09,-2.33E-11
6.08E-09,5.62E-10,-1.12E-11
6.10E-09,2.71E-10,-5.42E-12
6.12E-09,1.31E-10,-2.62E-12
6.14E-09,6.33E-11,-1.27E-12
6.16E-09,3.05E-11,-6.11E-13
6.18E-09,1.48E-11,-2.95E-13
6.20E-09,7.12E-12,-1.43E-13
6.22E-09,3.44E-12,-6.88E-14
6.24E-09,1.66E-12,-3.32E-14
6.26E-09,8.02E-13,-1.60E-14
6.28E-09,3.87E-13,-7.75E-15
6.30E-09,1.87E-13,-3.74E-15
6.32E-09,9.04E-14,-1.81E-15
6.34E-09,4.36E-14,-8.73E-16
6.36E-09,2.11E-14,-4.21E-16
6.38E-09,1.02E-14,-2.04E-16
6.40E-09,4.91E-15,-9.83E-17
6.42E-09,2.37E-15,-4.75E-17
6.44E-09,1.15E-15,-2.29E-17
6.46E-09,5.53E-16,-1.11E-17
6.48E-09,2.67E-16,-5.35E-18
6.50E-09,1.29E-16,-2.58E-18
6.52E-09,6.23E-17,-1.25E-18
6.54E-09,3.01E-17,-6.02E-19
6.56E-09,1.45E-17,-2.91E-19
6.58E-09,7.02E-18,-1.40E-19
6.60E-09,3.39E-18,-6.78E-20
6.62E-09,1.64E-18,-3.27E-20
6.64E-09,7.91E-19,-1.58E-20
6.66E-09,3.82E-19,-7.64E-21
6.68E-09,1.84E-19,-3.69E-21
6.70E-09,8.91E-20,-1.78E-21
6.72E-09,4.31E-20,-8.61E-22
6.74E-09,2.08E-20,-4.17E-22
6.76E-09,1.01E-20,-2.02E-22
6.78E-09,4.91E-21,-9.82E-23
6.80E-09,2.41E-21,-4.81E-23
6.82E-09,1.20E-21,-2.39E-23
6.84E-09,6.11E-22,-1.22E-23
6.86E-09,3.28E-22,-6.57E-24
6.88E-09,1.92E-22,-3.84E-24
6.90E-09,1.26E-22,-2.51E-24
6.92E-09,9.35E-23,-1.87E-24
6.94E-09,7.78E-23,-1.56E-24
6.96E-09,7.01E-23,-1.40E-24
6.98E-09,6.61E-23,-1.32E-24
7.00E-09,6.41E-23,-1.28E-24
7.02E-09,6.29E-23,-1.26E-24
7.04E-09,6.21E-23,-1.24E-24
7.06E-09,6.16E-23,-1.23E-24
7.08E-09,6.12E-23,-1.22E-24
7.10E-09,6.08E-23,-1.22E-24
7.12E-09,6.05E-23,-1.21E-24
7.14E-09,6.01E-23,-1.20E-24
7.16E-09,5.98E-23,-1.20E-24
7.18E-09,5.95E-23,-1.19E-24
7.20E-09,5.92E-23,-1.18E-24
7.22E-09,5.89E-23,-1.18E-24
7.24E-09,5.86E-23,-1.17E-24
7.26E-09,5.83E-23,-1.17E-24
7.28E-09,5.80E-23,-1.16E-24
7.30E-09,5.77E-23,-1.15E-24
7.32E-09,5.74E-23,-1.15E-24
7.34E-09,5.71E-23,-1.14E-24
7.36E-09,5.69E-23,-1.14E-24
7.38E-09,5.66E-23,-1.13E-24
7.40E-09,5.63E-23,-1.13E-24
7.42E-09,5.60E-23,-1.12E-24
7.44E-09,5.58E-23,-1.12E-24
7.46E-09,5.55E-23,-1.11E-24
7.48E-09,5.52E-23,-1.11E-24
7.50E-09,5.50E-23,-1.10E-24
7.52E-09,5.47E-23,-1.09E-24
7.54E-09,5.45E-23,-1.09E-24
7.56E-09,5.42E-23,-1.08E-24
7.58E-09,5.40E-23,-1.08E-24
7.60E-09,5.37E-23,-1.07E-24
7.62E-09,5.35E-23,-1.07E-24
7.64E-09,5.32E-23,-1.07E-24
7.66E-09,5.30E-23,-1.06E-24
7.68E-09,5.28E-23,-1.06E-24
7.70E-09,5.25E-23,-1.05E-24
7.72E-09,5.23E-23,-1.05E-24
7.74E-09,5.21E-23,-1.04E-24
7.76E-09,5.19E-23,-1.04E-24
7.78E-09,5.16E-23,-1.03E-24
7.80E-09,5.14E-23,-1.03E-24
7.82E-09,5.12E-23,-1.02E-24
7.84E-09,5.10E-23,-1.02E-24
7.86E-09,5.08E-23,-1.02E-24
7.88E-09,5.05E-23,-1.01E-24
7.90E-09,5.03E-23,-1.01E-24
7.92E-09,5.01E-23,-1.00E-24
7.94E-09,4.99E-23,-9.98E-25
7.96E-09,4.97E-23,-9.94E-25
7.98E-09,4.95E-23,-9.90E-25
8.00E-09,4.93E-23,-9.86E-25
8.02E-09,4.91E-23,-9.82E-25
8.04E-09,4.89E-23,-9.79E-25
8.06E-09,4.87E-23,-9.75E-25
8.08E-09,4.85E-23,-9.71E-25
8.10E-09,4.84E-23,-9.67E-25
8.12E-09,4.82E-23,-9.63E-25
8.14E-09,4.80E-23,-9.60E-25
8.16E-09,4.78E-23,-9.56E-25
8.18E-09,4.76E-23,-9.52E-25
8.20E-09,4.74E-23,-9.49E-25
8.22E-09,4.73E-23,-9.45E-25
8.24E-09,4.71E-23,-9.42E-25
8.26E-09,4.69E-23,-9.38E-25
8.28E-09,4.67E-23,-9.35E-25
8.30E-09,4.66E-23,-9.31E-25
8.32E-09,4.64E-23,-9.28E-25
8.34E-09,4.62E-23,-9.24E-25
8.36E-09,4.61E-23,-9.21E-25
8.38E-09,4.59E-23,-9.18E-25
8.40E-09,4.57E-23,-9.15E-25
8.42E-09,4.56E-23,-9.11E-25
8.44E-09,4.54E-23,-9.08E-25
8.46E-09,4.52E-23,-9.05E-25
8.48E-09,4.51E-23,-9.02E-25
8.50E-09,4.49E-23,-8.99E-25
8.52E-09,4.48E-23,-8.96E-25
8.54E-09,4.46E-23,-8.92E-25
8.56E-09,4.45E-23,-8.89E-25
8.58E-09,4.43E-23,-8.86E-25
8.60E-09,4.42E-23,-8.83E-25
8.62E-09,4.40E-23,-8.81E-25
8.64E-09,4.39E-23,-8.78E-25
8.66E-09,4.37E-23,-8.75E-25
8.68E-09,4.36E-23,-8.72E-25
8.70E-09,4.35E-23,-8.69E-25
8.72E-09,4.33E-23,-8.66E-25
8.74E-09,4.32E-23,-8.63E-25
8.76E-09,4.30E-23,-8.61E-25
8.78E-09,4.29E-23,-8.58E-25
8.80E-09,4.28E-23,-8.55E-25
8.82E-09,4.26E-23,-8.52E-25
8.84E-09,4.25E-23,-8.50E-25
8.86E-09,4.24E-23,-8.47E-25
8.88E-09,4.22E-23,-8.44E-25
8.90E-09,4.21E-23,-8.42E-25
8.92E-09,4.20E-23,-8.39E-25
8.94E-09,4.18E-23,-8.37E-25
8.96E-09,4.17E-23,-8.34E-25
8.98E-09,4.16E-23,-8.32E-25
9.00E-09,4.15E-23,-8.29E-25
9.02E-09,4.13E-23,-8.27E-25
9.04E-09,4.12E-23,-8.24E-25
9.06E-09,4.11E-23,-8.22E-25
9.08E-09,4.10E-23,-8.19E-25
9.10E-09,4.09E-23,-8.17E-25
9.12E-09,4.07E-23,-8.15E-25
9.14E-09,4.06E-23,-8.12E-25
9.16E-09,4.05E-23,-8.10E-25
9.18E-09,4.04E-23,-8.08E-25
9.20E-09,4.03E-23,-8.05E-25
9.22E-09,4.02E-23,-8.03E-25
9.24E-09,4.00E-23,-8.01E-25
9.26E-09,3.99E-23,-7.99E-25
9.28E-09,3.98E-23,-7.96E-25
9.30E-09,3.97E-23,-7.94E-25
9.32E-09,3.96E-23,-7.92E-25
9.34E-09,3.95E-23,-7.90E-25
9.36E-09,3.94E-23,-7.88E-25
9.38E-09,3.93E-23,-7.86E-25
9.40E-09,3.92E-23,-7.84E-25
9.42E-09,3.91E-23,-7.82E-25
9.44E-09,3.90E-23,-7.79E-25
9.46E-09,3.89E-23,-7.77E-25
9.48E-09,3.88E-23,-7.75E-25
9.50E-09,3.87E-23,-7.73E-25
9.52E-09,3.86E-23,-7.71E-25
9.54E-09,3.85E-23,-7.69E-25
9.56E-09,3.84E-23,-7.67E-25
9.58E-09,3.83E-23,-7.65E-25
9.60E-09,3.82E-23,-7.63E-25
9.62E-09,3.81E-23,-7.62E-25
9.64E-09,3.80E-23,-7.60E-25
9.66E-09,3.79E-23,-7.58E-25
9.68E-09,3.78E-23,-7.56E-25
9.70E-09,3.77E-23,-7.54E-25
9.72E-09,3.76E-23,-7.52E-25
9.74E-09,3.75E-23,-7.50E-25
9.76E-09,3.74E-23,-7.48E-25
9.78E-09,3.73E-23,-7.47E-25
9.80E-09,3.72E-23,-7.45E-25
9.82E-09,3.72E-23,-7.43E-25
9.84E-09,3.71E-23,-7.41E-25
9.86E-09,3.70E-23,-7.40E-25
9.88E-09,3.69E-23,-7.38E-25
9.90E-09,3.68E-23,-7.36E-25
9.92E-09,3.67E-23,-7.34E-25
9.94E-09,3.66E-23,-7.33E-25
9.96E-09,3.66E-23,-7.31E-25
9.98E-09,3.65E-23,-7.29E-25
1.00E-08,3.64E-23,-7.28E-25
1.00E-08,3.64E-23,-7.27E-25
