time,vout,iout,
9.15E-09,2.88E-23,-5.75E-25,
9.17E-09,2.87E-23,-5.75E-25,
9.19E-09,2.87E-23,-5.74E-25,
9.21E-09,2.87E-23,-5.74E-25,
9.23E-09,2.86E-23,-5.73E-25,
9.25E-09,2.86E-23,-5.72E-25,
9.27E-09,2.86E-23,-5.72E-25,
9.29E-09,2.86E-23,-5.71E-25,
9.31E-09,2.85E-23,-5.70E-25,
9.33E-09,2.85E-23,-5.70E-25,
9.35E-09,2.85E-23,-5.69E-25,
9.37E-09,2.84E-23,-5.69E-25,
9.39E-09,2.84E-23,-5.68E-25,
9.41E-09,2.84E-23,-5.67E-25,
9.43E-09,2.83E-23,-5.67E-25,
9.45E-09,2.83E-23,-5.66E-25,
9.47E-09,2.83E-23,-5.66E-25,
9.49E-09,2.83E-23,-5.65E-25,
9.51E-09,2.82E-23,-5.64E-25,
9.53E-09,2.82E-23,-5.64E-25,
9.55E-09,2.82E-23,-5.63E-25,
9.57E-09,2.81E-23,-5.63E-25,
9.59E-09,2.81E-23,-5.62E-25,
9.61E-09,2.81E-23,-5.62E-25,
9.63E-09,2.81E-23,-5.61E-25,
9.65E-09,2.80E-23,-5.60E-25,
9.67E-09,2.80E-23,-5.60E-25,
9.69E-09,2.80E-23,-5.59E-25,
9.71E-09,2.79E-23,-5.59E-25,
9.73E-09,2.79E-23,-5.58E-25,
9.75E-09,2.79E-23,-5.58E-25,
9.77E-09,2.79E-23,-5.57E-25,
9.79E-09,2.78E-23,-5.57E-25,
9.81E-09,2.78E-23,-5.56E-25,
9.83E-09,2.78E-23,-5.56E-25,
9.85E-09,2.78E-23,-5.55E-25,
9.87E-09,2.77E-23,-5.54E-25,
9.89E-09,2.77E-23,-5.54E-25,
9.91E-09,2.77E-23,-5.53E-25,
9.93E-09,2.76E-23,-5.53E-25,
9.95E-09,2.76E-23,-5.52E-25,
9.97E-09,2.76E-23,-5.52E-25,
9.99E-09,2.76E-23,-5.51E-25,
1.00E-08,2.76E-23,-5.51E-25,
