time,vout,iout,
9.03E-09,3.22E-23,-6.43E-25,#REF!
9.05E-09,3.21E-23,-6.42E-25,#REF!
9.07E-09,3.21E-23,-6.41E-25,#REF!
9.09E-09,3.20E-23,-6.40E-25,#REF!
9.11E-09,3.20E-23,-6.39E-25,#REF!
9.13E-09,3.19E-23,-6.38E-25,#REF!
9.15E-09,3.19E-23,-6.37E-25,#REF!
9.17E-09,3.18E-23,-6.36E-25,#REF!
9.19E-09,3.18E-23,-6.35E-25,#REF!
9.21E-09,3.17E-23,-6.34E-25,#REF!
9.23E-09,3.17E-23,-6.33E-25,#REF!
9.25E-09,3.16E-23,-6.32E-25,#REF!
9.27E-09,3.16E-23,-6.31E-25,#REF!
9.29E-09,3.15E-23,-6.30E-25,#REF!
9.31E-09,3.15E-23,-6.29E-25,#REF!
9.33E-09,3.14E-23,-6.28E-25,#REF!
9.35E-09,3.14E-23,-6.27E-25,#REF!
9.37E-09,3.13E-23,-6.26E-25,#REF!
9.39E-09,3.13E-23,-6.25E-25,#REF!
9.41E-09,3.12E-23,-6.24E-25,#REF!
9.43E-09,3.12E-23,-6.23E-25,#REF!
9.45E-09,3.11E-23,-6.22E-25,#REF!
9.47E-09,3.11E-23,-6.22E-25,#REF!
9.49E-09,3.10E-23,-6.21E-25,#REF!
9.51E-09,3.10E-23,-6.20E-25,#REF!
9.53E-09,3.09E-23,-6.19E-25,#REF!
9.55E-09,3.09E-23,-6.18E-25,#REF!
9.57E-09,3.09E-23,-6.17E-25,#REF!
9.59E-09,3.08E-23,-6.16E-25,#REF!
9.61E-09,3.08E-23,-6.15E-25,#REF!
9.63E-09,3.07E-23,-6.14E-25,#REF!
9.65E-09,3.07E-23,-6.14E-25,#REF!
9.67E-09,3.06E-23,-6.13E-25,#REF!
9.69E-09,3.06E-23,-6.12E-25,#REF!
9.71E-09,3.06E-23,-6.11E-25,#REF!
9.73E-09,3.05E-23,-6.10E-25,#REF!
9.75E-09,3.05E-23,-6.09E-25,#REF!
9.77E-09,3.04E-23,-6.08E-25,#REF!
9.79E-09,3.04E-23,-6.08E-25,#REF!
9.81E-09,3.03E-23,-6.07E-25,#REF!
9.83E-09,3.03E-23,-6.06E-25,#REF!
9.85E-09,3.03E-23,-6.05E-25,#REF!
9.87E-09,3.02E-23,-6.04E-25,#REF!
9.89E-09,3.02E-23,-6.04E-25,#REF!
9.91E-09,3.01E-23,-6.03E-25,#REF!
9.93E-09,3.01E-23,-6.02E-25,#REF!
9.95E-09,3.01E-23,-6.01E-25,#REF!
9.97E-09,3.00E-23,-6.00E-25,#REF!
9.99E-09,3.00E-23,-6.00E-25,#REF!
0.00000001,3.00E-23,-5.99E-25,#REF!
