time,vout,iout
1.13E-10,51.51,2.743
1.13E-10,51.52,2.744
1.13E-10,51.53,2.744
1.13E-10,51.53,2.745
1.13E-10,51.54,2.745
1.13E-10,51.55,2.746
1.13E-10,51.56,2.746
1.13E-10,51.58,2.747
1.13E-10,51.59,2.748
1.14E-10,51.61,2.75
1.14E-10,51.63,2.751
1.14E-10,51.65,2.752
1.14E-10,51.68,2.754
1.14E-10,51.75,2.758
1.14E-10,51.89,2.769
1.15E-10,52.01,2.778
1.15E-10,52.14,2.79
1.16E-10,52.28,2.803
1.16E-10,52.43,2.819
1.17E-10,52.58,2.837
1.17E-10,52.76,2.858
1.18E-10,52.96,2.884
1.19E-10,53.22,2.915
1.21E-10,53.57,2.954
1.23E-10,54.1,3.009
1.25E-10,54.79,3.074
1.30E-10,56.38,3.217
1.36E-10,58.07,3.368
1.43E-10,60.06,3.553
1.50E-10,62.03,3.745
1.57E-10,63.87,3.964
1.63E-10,65.15,4.141
1.73E-10,66.86,4.415
1.81E-10,68.26,4.671
1.86E-10,68.97,4.81
1.91E-10,69.76,4.977
1.95E-10,70.25,5.084
2.05E-10,71.61,5.408
2.25E-10,73.91,6.028
2.45E-10,75.86,6.656
2.65E-10,77.48,7.29
2.85E-10,78.81,7.93
3.00E-10,79.62,8.408
3.02E-10,78,8.44
3.08E-10,76.36,8.473
3.15E-10,75.25,8.495
3.27E-10,73.38,8.532
3.47E-10,70.45,8.591
3.67E-10,67.65,8.647
3.87E-10,64.99,8.7
4.07E-10,62.46,8.751
4.27E-10,60.06,8.799
4.47E-10,57.79,8.844
4.67E-10,55.57,8.889
4.87E-10,53.39,8.932
5.07E-10,51.31,8.974
5.27E-10,49.35,9.013
5.47E-10,47.5,9.05
5.67E-10,45.77,9.085
5.87E-10,44.15,9.117
6.07E-10,42.64,9.147
6.27E-10,41.21,9.176
6.47E-10,39.88,9.202
6.67E-10,38.63,9.227
6.87E-10,37.46,9.251
7.07E-10,36.36,9.273
7.27E-10,35.33,9.293
7.47E-10,34.36,9.313
7.67E-10,33.46,9.331
7.87E-10,32.61,9.348
8.07E-10,31.81,9.364
8.27E-10,31.06,9.379
8.47E-10,30.35,9.393
8.67E-10,29.69,9.406
8.87E-10,29.07,9.419
9.07E-10,28.48,9.43
9.27E-10,27.93,9.441
9.47E-10,27.41,9.452
9.67E-10,26.93,9.461
9.87E-10,26.47,9.471
1.01E-09,26.03,9.479
1.03E-09,25.62,9.488
1.05E-09,25.24,9.495
1.07E-09,24.88,9.502
1.09E-09,24.54,9.509
1.11E-09,24.21,9.516
1.13E-09,23.91,9.522
1.15E-09,23.62,9.528
1.17E-09,23.35,9.533
1.19E-09,23.09,9.538
1.21E-09,22.85,9.543
1.23E-09,22.62,9.548
1.25E-09,22.4,9.552
1.27E-09,22.19,9.556
1.29E-09,22,9.56
1.31E-09,21.81,9.564
1.33E-09,21.64,9.567
1.35E-09,21.47,9.571
1.37E-09,21.31,9.574
1.39E-09,21.16,9.577
1.41E-09,21.02,9.58
1.43E-09,20.88,9.582
1.45E-09,20.76,9.585
1.47E-09,20.63,9.587
1.49E-09,20.52,9.59
1.51E-09,20.41,9.592
1.53E-09,20.3,9.594
1.55E-09,20.2,9.596
1.57E-09,20.11,9.598
1.59E-09,20.02,9.6
1.61E-09,19.93,9.601
1.63E-09,19.85,9.603
1.65E-09,19.77,9.605
1.67E-09,19.7,9.606
1.69E-09,19.63,9.607
1.71E-09,19.56,9.609
1.73E-09,19.5,9.61
1.75E-09,19.44,9.611
1.77E-09,19.38,9.612
1.79E-09,19.32,9.614
1.81E-09,19.27,9.615
1.83E-09,19.22,9.616
1.85E-09,19.17,9.617
1.87E-09,19.12,9.618
1.89E-09,19.08,9.618
1.91E-09,19.03,9.619
1.93E-09,18.99,9.62
1.95E-09,18.95,9.621
1.97E-09,18.92,9.622
1.99E-09,18.88,9.622
2.01E-09,18.85,9.623
2.03E-09,18.82,9.624
2.05E-09,18.78,9.624
2.07E-09,18.76,9.625
2.09E-09,18.73,9.625
2.11E-09,18.7,9.626
2.13E-09,18.67,9.627
2.15E-09,18.65,9.627
2.17E-09,18.63,9.627
2.19E-09,18.6,9.628
2.21E-09,18.58,9.628
2.23E-09,18.56,9.629
2.25E-09,18.54,9.629
2.27E-09,18.52,9.63
2.29E-09,18.51,9.63
2.31E-09,18.49,9.63
2.33E-09,18.47,9.631
2.35E-09,18.46,9.631
2.37E-09,18.44,9.631
2.39E-09,18.43,9.631
2.41E-09,18.42,9.632
2.43E-09,18.4,9.632
2.45E-09,18.39,9.632
2.47E-09,18.38,9.632
2.49E-09,18.37,9.633
2.51E-09,18.36,9.633
2.53E-09,18.35,9.633
2.55E-09,18.34,9.633
2.57E-09,18.33,9.633
2.59E-09,18.33,9.633
2.61E-09,18.32,9.634
2.63E-09,18.31,9.634
2.65E-09,18.31,9.634
2.67E-09,18.3,9.634
2.69E-09,18.29,9.634
2.71E-09,18.29,9.634
2.73E-09,18.29,9.634
2.75E-09,18.28,9.634
2.77E-09,18.28,9.634
2.79E-09,18.28,9.634
2.81E-09,18.27,9.635
2.83E-09,18.27,9.635
2.85E-09,18.27,9.635
2.87E-09,18.27,9.635
2.89E-09,18.27,9.635
2.91E-09,18.27,9.635
2.93E-09,18.27,9.635
2.95E-09,18.27,9.635
2.97E-09,18.27,9.635
2.99E-09,18.27,9.635
3.01E-09,18.27,9.635
3.03E-09,18.27,9.635
3.05E-09,18.27,9.635
3.07E-09,18.27,9.635
3.09E-09,18.27,9.635
3.11E-09,18.27,9.635
3.13E-09,18.27,9.635
3.15E-09,18.27,9.635
3.17E-09,18.27,9.635
3.19E-09,18.27,9.635
3.21E-09,18.27,9.635
3.23E-09,18.27,9.635
3.25E-09,18.27,9.635
3.27E-09,18.27,9.635
3.29E-09,18.27,9.635
3.31E-09,18.27,9.635
3.33E-09,18.27,9.635
3.35E-09,18.27,9.635
3.37E-09,18.27,9.635
3.39E-09,18.27,9.635
3.41E-09,18.27,9.635
3.43E-09,18.27,9.635
3.45E-09,18.27,9.635
3.47E-09,18.27,9.635
3.49E-09,18.27,9.635
3.51E-09,18.27,9.635
3.53E-09,18.27,9.635
3.55E-09,18.27,9.635
3.57E-09,18.27,9.635
3.59E-09,18.27,9.635
3.61E-09,18.27,9.635
3.63E-09,18.27,9.635
3.65E-09,18.27,9.635
3.67E-09,18.27,9.635
3.69E-09,18.27,9.635
3.71E-09,18.27,9.635
3.73E-09,18.27,9.635
3.75E-09,18.27,9.635
3.77E-09,18.27,9.635
3.79E-09,18.27,9.635
3.81E-09,18.27,9.635
3.83E-09,18.27,9.635
3.85E-09,18.27,9.635
3.87E-09,18.27,9.635
3.89E-09,18.27,9.635
3.91E-09,18.27,9.635
3.93E-09,18.27,9.635
3.95E-09,18.27,9.635
3.97E-09,18.27,9.635
3.99E-09,18.27,9.635
4.01E-09,18.27,9.635
4.03E-09,18.27,9.635
4.05E-09,18.27,9.635
4.07E-09,18.27,9.635
4.09E-09,18.27,9.635
4.11E-09,18.27,9.635
4.13E-09,18.27,9.635
4.15E-09,18.27,9.635
4.17E-09,18.27,9.635
4.19E-09,18.27,9.635
4.21E-09,18.27,9.635
4.23E-09,18.27,9.635
4.25E-09,18.27,9.635
4.27E-09,18.27,9.635
4.29E-09,18.27,9.635
4.31E-09,18.27,9.635
4.33E-09,18.27,9.635
4.35E-09,18.27,9.635
4.37E-09,18.27,9.635
4.39E-09,18.27,9.635
4.41E-09,18.27,9.635
4.43E-09,18.27,9.635
4.45E-09,18.27,9.635
4.47E-09,18.27,9.635
4.49E-09,18.27,9.635
4.51E-09,18.27,9.635
4.53E-09,18.27,9.635
4.55E-09,18.27,9.635
4.57E-09,18.27,9.635
4.59E-09,18.27,9.635
4.61E-09,18.27,9.635
4.63E-09,18.27,9.635
4.65E-09,18.27,9.635
4.67E-09,18.27,9.635
4.69E-09,18.27,9.635
4.71E-09,18.27,9.635
4.73E-09,18.27,9.635
4.75E-09,18.27,9.635
4.77E-09,18.27,9.635
4.79E-09,18.27,9.635
4.81E-09,18.27,9.635
4.83E-09,18.27,9.635
4.85E-09,18.27,9.635
4.87E-09,18.27,9.635
4.89E-09,18.27,9.635
4.91E-09,18.27,9.635
4.93E-09,18.27,9.635
4.95E-09,18.27,9.635
4.97E-09,18.27,9.635
4.99E-09,18.27,9.635
5.01E-09,18.27,9.635
5.03E-09,18.27,9.635
5.05E-09,18.27,9.635
5.07E-09,18.27,9.635
5.09E-09,18.27,9.635
5.11E-09,18.27,9.635
5.13E-09,18.27,9.635
5.15E-09,18.27,9.635
5.17E-09,18.27,9.635
5.19E-09,18.27,9.635
5.21E-09,18.27,9.635
5.23E-09,18.27,9.635
5.25E-09,18.27,9.635
5.27E-09,18.27,9.635
5.29E-09,18.27,9.635
5.30E-09,18.27,9.635
5.30E-09,16.59,9.602
5.31E-09,14.66,9.44
5.32E-09,14.44,8.926
5.34E-09,14.07,8.425
5.36E-09,13.58,7.769
5.38E-09,13.08,7.112
5.40E-09,12.57,6.455
5.42E-09,12.07,5.799
5.44E-09,11.57,5.142
5.46E-09,11.07,4.485
5.48E-09,10.57,3.829
5.50E-09,10.06,3.172
5.52E-09,9.558,2.516
5.54E-09,9.052,1.859
5.56E-09,8.572,1.24
5.58E-09,8.056,5.84E-01
5.60E-09,6.398,-4.96E-02
5.60E-09,5.912,-1.18E-01
5.60E-09,6.593,-1.32E-01
5.60E-09,7.016,-1.40E-01
5.60E-09,7.63,-1.53E-01
5.61E-09,7.538,-1.51E-01
5.61E-09,7.193,-1.44E-01
5.61E-09,6.672,-1.33E-01
5.61E-09,6.124,-1.23E-01
5.61E-09,5.469,-1.09E-01
5.62E-09,4.692,-9.39E-02
5.62E-09,3.667,-7.33E-02
5.62E-09,3.334,-6.67E-02
5.62E-09,3.032,-6.06E-02
5.63E-09,2.699,-5.40E-02
5.63E-09,2.413,-4.83E-02
5.63E-09,2.143,-4.29E-02
5.63E-09,1.898,-3.80E-02
5.64E-09,1.54,-3.08E-02
5.64E-09,1.397,-2.79E-02
5.64E-09,1.266,-2.53E-02
5.64E-09,1.126,-2.25E-02
5.64E-09,1.005,-2.01E-02
5.65E-09,8.93E-01,-1.79E-02
5.65E-09,7.90E-01,-1.58E-02
5.65E-09,6.40E-01,-1.28E-02
5.66E-09,5.81E-01,-1.16E-02
5.66E-09,5.26E-01,-1.05E-02
5.66E-09,4.68E-01,-9.36E-03
5.66E-09,4.18E-01,-8.36E-03
5.66E-09,3.71E-01,-7.42E-03
5.67E-09,3.29E-01,-6.57E-03
5.67E-09,2.66E-01,-5.32E-03
5.67E-09,2.41E-01,-4.83E-03
5.67E-09,2.19E-01,-4.37E-03
5.68E-09,1.95E-01,-3.89E-03
5.68E-09,1.74E-01,-3.47E-03
5.68E-09,1.54E-01,-3.08E-03
5.68E-09,1.37E-01,-2.73E-03
5.69E-09,1.11E-01,-2.21E-03
5.69E-09,1.00E-01,-2.01E-03
5.69E-09,9.09E-02,-1.82E-03
5.69E-09,8.08E-02,-1.62E-03
5.70E-09,7.22E-02,-1.44E-03
5.70E-09,6.41E-02,-1.28E-03
5.70E-09,5.67E-02,-1.14E-03
5.70E-09,4.60E-02,-9.19E-04
5.71E-09,4.17E-02,-8.34E-04
5.71E-09,3.78E-02,-7.55E-04
5.71E-09,3.36E-02,-6.72E-04
5.71E-09,3.00E-02,-6.00E-04
5.72E-09,2.66E-02,-5.33E-04
5.72E-09,2.36E-02,-4.72E-04
5.72E-09,1.91E-02,-3.82E-04
5.72E-09,1.73E-02,-3.46E-04
5.73E-09,1.57E-02,-3.14E-04
5.73E-09,1.40E-02,-2.79E-04
5.73E-09,1.25E-02,-2.49E-04
5.73E-09,1.11E-02,-2.21E-04
5.73E-09,9.80E-03,-1.96E-04
5.74E-09,7.94E-03,-1.59E-04
5.74E-09,7.20E-03,-1.44E-04
5.74E-09,6.52E-03,-1.30E-04
5.74E-09,5.80E-03,-1.16E-04
5.75E-09,5.18E-03,-1.04E-04
5.75E-09,4.60E-03,-9.20E-05
5.75E-09,4.07E-03,-8.15E-05
5.76E-09,3.30E-03,-6.60E-05
5.76E-09,2.99E-03,-5.98E-05
5.76E-09,2.71E-03,-5.42E-05
5.76E-09,2.41E-03,-4.82E-05
5.76E-09,2.15E-03,-4.31E-05
5.77E-09,1.91E-03,-3.82E-05
5.77E-09,1.69E-03,-3.39E-05
5.77E-09,1.37E-03,-2.74E-05
5.77E-09,1.24E-03,-2.49E-05
5.78E-09,1.13E-03,-2.25E-05
5.78E-09,1.00E-03,-2.01E-05
5.78E-09,8.95E-04,-1.79E-05
5.78E-09,7.95E-04,-1.59E-05
5.79E-09,7.04E-04,-1.41E-05
5.79E-09,5.70E-04,-1.14E-05
5.79E-09,5.17E-04,-1.03E-05
5.79E-09,4.68E-04,-9.36E-06
5.80E-09,4.17E-04,-8.33E-06
5.80E-09,3.72E-04,-7.44E-06
5.80E-09,3.29E-04,-6.57E-06
5.80E-09,2.64E-04,-5.27E-06
5.81E-09,2.39E-04,-4.78E-06
5.81E-09,2.17E-04,-4.33E-06
5.81E-09,1.93E-04,-3.85E-06
5.81E-09,1.71E-04,-3.42E-06
5.82E-09,1.41E-04,-2.81E-06
5.82E-09,1.04E-04,-2.07E-06
5.82E-09,9.40E-05,-1.88E-06
5.83E-09,8.54E-05,-1.71E-06
5.83E-09,7.59E-05,-1.52E-06
5.83E-09,6.76E-05,-1.35E-06
5.83E-09,5.57E-05,-1.11E-06
5.84E-09,4.11E-05,-8.22E-07
5.84E-09,3.73E-05,-7.46E-07
5.84E-09,3.39E-05,-6.78E-07
5.85E-09,3.02E-05,-6.03E-07
5.85E-09,2.69E-05,-5.39E-07
5.85E-09,2.39E-05,-4.78E-07
5.85E-09,2.12E-05,-4.24E-07
5.86E-09,1.72E-05,-3.43E-07
5.86E-09,1.56E-05,-3.12E-07
5.86E-09,1.41E-05,-2.82E-07
5.86E-09,1.26E-05,-2.51E-07
5.87E-09,1.12E-05,-2.24E-07
5.87E-09,9.95E-06,-1.99E-07
5.87E-09,6.85E-06,-1.37E-07
5.88E-09,5.19E-06,-1.04E-07
5.89E-09,3.19E-06,-6.37E-08
5.89E-09,2.91E-06,-5.81E-08
5.89E-09,2.65E-06,-5.31E-08
5.89E-09,2.36E-06,-4.72E-08
5.90E-09,2.11E-06,-4.22E-08
5.90E-09,1.87E-06,-3.75E-08
5.90E-09,1.67E-06,-3.34E-08
5.90E-09,1.47E-06,-2.95E-08
5.91E-09,1.18E-06,-2.36E-08
5.91E-09,1.07E-06,-2.14E-08
5.91E-09,9.71E-07,-1.94E-08
5.91E-09,8.64E-07,-1.73E-08
5.92E-09,7.68E-07,-1.54E-08
5.92E-09,6.31E-07,-1.26E-08
5.93E-09,4.64E-07,-9.29E-09
5.93E-09,4.22E-07,-8.43E-09
5.93E-09,3.83E-07,-7.66E-09
5.93E-09,3.41E-07,-6.81E-09
5.93E-09,3.04E-07,-6.09E-09
5.94E-09,2.70E-07,-5.40E-09
5.94E-09,2.39E-07,-4.79E-09
5.94E-09,1.94E-07,-3.88E-09
5.94E-09,1.76E-07,-3.52E-09
5.95E-09,1.60E-07,-3.19E-09
5.95E-09,1.42E-07,-2.84E-09
5.95E-09,1.27E-07,-2.53E-09
5.95E-09,1.13E-07,-2.25E-09
5.96E-09,9.96E-08,-1.99E-09
5.96E-09,9.02E-08,-1.80E-09
5.96E-09,8.14E-08,-1.63E-09
5.96E-09,7.25E-08,-1.45E-09
5.96E-09,6.43E-08,-1.29E-09
5.97E-09,5.26E-08,-1.05E-09
5.97E-09,4.78E-08,-9.55E-10
5.97E-09,4.31E-08,-8.62E-10
5.97E-09,3.63E-08,-7.25E-10
5.98E-09,2.71E-08,-5.43E-10
5.98E-09,2.46E-08,-4.93E-10
5.98E-09,2.23E-08,-4.46E-10
5.99E-09,1.88E-08,-3.77E-10
5.99E-09,1.69E-08,-3.38E-10
5.99E-09,1.44E-08,-2.87E-10
6.00E-09,1.26E-08,-2.52E-10
6.00E-09,1.05E-08,-2.09E-10
6.00E-09,9.00E-09,-1.80E-10
6.01E-09,7.26E-09,-1.45E-10
6.01E-09,6.08E-09,-1.22E-10
6.02E-09,4.74E-09,-9.47E-11
6.02E-09,3.81E-09,-7.61E-11
6.03E-09,2.83E-09,-5.66E-11
6.05E-09,1.39E-09,-2.78E-11
6.07E-09,6.72E-10,-1.34E-11
6.09E-09,3.24E-10,-6.49E-12
6.11E-09,1.57E-10,-3.13E-12
6.13E-09,7.56E-11,-1.51E-12
6.15E-09,3.65E-11,-7.31E-13
6.17E-09,1.76E-11,-3.53E-13
6.19E-09,8.52E-12,-1.70E-13
6.21E-09,4.11E-12,-8.23E-14
6.23E-09,1.99E-12,-3.97E-14
6.25E-09,9.60E-13,-1.92E-14
6.27E-09,4.63E-13,-9.27E-15
6.29E-09,2.24E-13,-4.48E-15
6.31E-09,1.08E-13,-2.16E-15
6.33E-09,5.22E-14,-1.04E-15
6.35E-09,2.52E-14,-5.04E-16
6.37E-09,1.22E-14,-2.43E-16
6.39E-09,5.88E-15,-1.18E-16
6.41E-09,2.84E-15,-5.68E-17
6.43E-09,1.37E-15,-2.74E-17
6.45E-09,6.62E-16,-1.32E-17
6.47E-09,3.20E-16,-6.39E-18
6.49E-09,1.54E-16,-3.09E-18
6.51E-09,7.45E-17,-1.49E-18
6.53E-09,3.60E-17,-7.20E-19
6.55E-09,1.74E-17,-3.48E-19
6.57E-09,8.40E-18,-1.68E-19
6.59E-09,4.05E-18,-8.11E-20
6.61E-09,1.96E-18,-3.92E-20
6.63E-09,9.46E-19,-1.89E-20
6.65E-09,4.57E-19,-9.13E-21
6.67E-09,2.21E-19,-4.41E-21
6.69E-09,1.07E-19,-2.13E-21
6.71E-09,5.15E-20,-1.03E-21
6.73E-09,2.49E-20,-4.98E-22
6.75E-09,1.20E-20,-2.41E-22
6.77E-09,5.84E-21,-1.17E-22
6.79E-09,2.84E-21,-5.69E-23
6.81E-09,1.40E-21,-2.80E-23
6.83E-09,6.99E-22,-1.40E-23
6.85E-09,3.62E-22,-7.24E-24
6.87E-09,1.99E-22,-3.98E-24
6.89E-09,1.20E-22,-2.40E-24
6.91E-09,8.19E-23,-1.64E-24
6.93E-09,6.33E-23,-1.27E-24
6.95E-09,5.43E-23,-1.09E-24
6.97E-09,4.99E-23,-9.98E-25
6.99E-09,4.77E-23,-9.53E-25
7.01E-09,4.65E-23,-9.30E-25
7.03E-09,4.58E-23,-9.17E-25
7.05E-09,4.55E-23,-9.09E-25
7.07E-09,4.52E-23,-9.04E-25
7.09E-09,4.50E-23,-8.99E-25
7.11E-09,4.48E-23,-8.96E-25
7.13E-09,4.46E-23,-8.93E-25
7.15E-09,4.45E-23,-8.89E-25
7.17E-09,4.43E-23,-8.86E-25
7.19E-09,4.42E-23,-8.83E-25
7.21E-09,4.40E-23,-8.80E-25
7.23E-09,4.39E-23,-8.77E-25
7.25E-09,4.37E-23,-8.75E-25
7.27E-09,4.36E-23,-8.72E-25
7.29E-09,4.34E-23,-8.69E-25
7.31E-09,4.33E-23,-8.66E-25
7.33E-09,4.32E-23,-8.63E-25
7.35E-09,4.30E-23,-8.60E-25
7.37E-09,4.29E-23,-8.58E-25
7.39E-09,4.28E-23,-8.55E-25
7.41E-09,4.26E-23,-8.52E-25
7.43E-09,4.25E-23,-8.50E-25
7.45E-09,4.24E-23,-8.47E-25
7.47E-09,4.22E-23,-8.44E-25
7.49E-09,4.21E-23,-8.42E-25
7.51E-09,4.20E-23,-8.39E-25
7.53E-09,4.18E-23,-8.37E-25
7.55E-09,4.17E-23,-8.34E-25
7.57E-09,4.16E-23,-8.32E-25
7.59E-09,4.15E-23,-8.29E-25
7.61E-09,4.13E-23,-8.27E-25
7.63E-09,4.12E-23,-8.24E-25
7.65E-09,4.11E-23,-8.22E-25
7.67E-09,4.10E-23,-8.19E-25
7.69E-09,4.08E-23,-8.17E-25
7.71E-09,4.07E-23,-8.15E-25
7.73E-09,4.06E-23,-8.12E-25
7.75E-09,4.05E-23,-8.10E-25
7.77E-09,4.04E-23,-8.08E-25
7.79E-09,4.03E-23,-8.05E-25
7.81E-09,4.02E-23,-8.03E-25
7.83E-09,4.00E-23,-8.01E-25
7.85E-09,3.99E-23,-7.99E-25
7.87E-09,3.98E-23,-7.96E-25
7.89E-09,3.97E-23,-7.94E-25
7.91E-09,3.96E-23,-7.92E-25
7.93E-09,3.95E-23,-7.90E-25
7.95E-09,3.94E-23,-7.88E-25
7.97E-09,3.93E-23,-7.86E-25
7.99E-09,3.92E-23,-7.83E-25
8.01E-09,3.91E-23,-7.81E-25
8.03E-09,3.90E-23,-7.79E-25
8.05E-09,3.89E-23,-7.77E-25
8.07E-09,3.88E-23,-7.75E-25
8.09E-09,3.87E-23,-7.73E-25
8.11E-09,3.86E-23,-7.71E-25
8.13E-09,3.85E-23,-7.69E-25
8.15E-09,3.84E-23,-7.67E-25
8.17E-09,3.83E-23,-7.65E-25
8.19E-09,3.82E-23,-7.63E-25
8.21E-09,3.81E-23,-7.61E-25
8.23E-09,3.80E-23,-7.60E-25
8.25E-09,3.79E-23,-7.58E-25
8.27E-09,3.78E-23,-7.56E-25
8.29E-09,3.77E-23,-7.54E-25
8.31E-09,3.76E-23,-7.52E-25
8.33E-09,3.75E-23,-7.50E-25
8.35E-09,3.74E-23,-7.48E-25
8.37E-09,3.73E-23,-7.47E-25
8.39E-09,3.72E-23,-7.45E-25
8.41E-09,3.72E-23,-7.43E-25
8.43E-09,3.71E-23,-7.41E-25
8.45E-09,3.70E-23,-7.39E-25
8.47E-09,3.69E-23,-7.38E-25
8.49E-09,3.68E-23,-7.36E-25
8.51E-09,3.67E-23,-7.34E-25
8.53E-09,3.66E-23,-7.33E-25
8.55E-09,3.65E-23,-7.31E-25
8.57E-09,3.65E-23,-7.29E-25
8.59E-09,3.64E-23,-7.28E-25
8.61E-09,3.63E-23,-7.26E-25
8.63E-09,3.62E-23,-7.24E-25
8.65E-09,3.61E-23,-7.23E-25
8.67E-09,3.61E-23,-7.21E-25
8.69E-09,3.60E-23,-7.20E-25
8.71E-09,3.59E-23,-7.18E-25
8.73E-09,3.58E-23,-7.16E-25
8.75E-09,3.57E-23,-7.15E-25
8.77E-09,3.57E-23,-7.13E-25
8.79E-09,3.56E-23,-7.12E-25
8.81E-09,3.55E-23,-7.10E-25
8.83E-09,3.54E-23,-7.09E-25
8.85E-09,3.54E-23,-7.07E-25
8.87E-09,3.53E-23,-7.06E-25
8.89E-09,3.52E-23,-7.04E-25
8.91E-09,3.51E-23,-7.03E-25
8.93E-09,3.51E-23,-7.01E-25
8.95E-09,3.50E-23,-7.00E-25
8.97E-09,3.49E-23,-6.98E-25
8.99E-09,3.48E-23,-6.97E-25
9.01E-09,3.48E-23,-6.95E-25
9.03E-09,3.47E-23,-6.94E-25
9.05E-09,3.46E-23,-6.93E-25
9.07E-09,3.46E-23,-6.91E-25
9.09E-09,3.45E-23,-6.90E-25
9.11E-09,3.44E-23,-6.89E-25
9.13E-09,3.44E-23,-6.87E-25
9.15E-09,3.43E-23,-6.86E-25
9.17E-09,3.42E-23,-6.84E-25
9.19E-09,3.42E-23,-6.83E-25
9.21E-09,3.41E-23,-6.82E-25
9.23E-09,3.40E-23,-6.81E-25
9.25E-09,3.40E-23,-6.79E-25
9.27E-09,3.39E-23,-6.78E-25
9.29E-09,3.38E-23,-6.77E-25
9.31E-09,3.38E-23,-6.75E-25
9.33E-09,3.37E-23,-6.74E-25
9.35E-09,3.36E-23,-6.73E-25
9.37E-09,3.36E-23,-6.72E-25
9.39E-09,3.35E-23,-6.70E-25
