Time(s),Voltage(V),Current(A)
5.205000e-09,3.220000e-06,-6.439000e-08
5.205000e-09,-7.067000e-06,1.413000e-07
5.205000e-09,-1.117000e-05,2.233000e-07
5.205000e-09,-1.128000e-05,2.257000e-07
5.205000e-09,-8.661000e-06,1.732000e-07
5.205000e-09,-5.133000e-06,1.027000e-07
5.206000e-09,-2.030000e-06,4.060000e-08
5.206000e-09,-7.572000e-07,1.514000e-08
5.206000e-09,-8.567000e-08,1.713000e-09
5.206000e-09,1.683000e-07,-3.366000e-09
5.207000e-09,2.259000e-07,-4.518000e-09
5.207000e-09,1.672000e-07,-3.345000e-09
5.207000e-09,6.763000e-08,-1.353000e-09
5.208000e-09,-4.990000e-09,9.981000e-11
5.209000e-09,-6.715000e-09,1.343000e-10
5.209000e-09,3.345000e-09,-6.689000e-11
5.211000e-09,-9.272000e-10,1.854000e-11
5.215000e-09,4.926000e-10,-9.852000e-12
5.226000e-09,-3.809000e-10,7.617000e-12
5.260000e-09,3.468000e-10,-6.936000e-12
5.362000e-09,-3.358000e-10,6.716000e-12
5.562000e-09,3.302000e-10,-6.605000e-12
5.762000e-09,-3.247000e-10,6.494000e-12
5.962000e-09,3.192000e-10,-6.384000e-12
6.162000e-09,-3.138000e-10,6.275000e-12
6.362000e-09,3.084000e-10,-6.167000e-12
6.562000e-09,-3.030000e-10,6.060000e-12
6.762000e-09,2.977000e-10,-5.954000e-12
6.962000e-09,-2.924000e-10,5.848000e-12
7.162000e-09,2.872000e-10,-5.744000e-12
7.362000e-09,-2.820000e-10,5.640000e-12
7.562000e-09,2.768000e-10,-5.537000e-12
7.762000e-09,-2.717000e-10,5.435000e-12
7.962000e-09,2.667000e-10,-5.333000e-12
8.162000e-09,-2.616000e-10,5.233000e-12
8.362000e-09,2.567000e-10,-5.133000e-12
8.562000e-09,-2.517000e-10,5.034000e-12
8.762000e-09,2.468000e-10,-4.936000e-12
8.962000e-09,-2.419000e-10,4.839000e-12
9.162000e-09,2.371000e-10,-4.742000e-12
9.362000e-09,-2.323000e-10,4.647000e-12
9.562000e-09,2.276000e-10,-4.552000e-12
9.762000e-09,-2.229000e-10,4.458000e-12
9.962000e-09,2.182000e-10,-4.364000e-12
1.000000e-08,-1.940000e-10,3.880000e-12
