Time(s),Voltage(V),Current(A)
5.210000e-09,3.053000e-09,-6.105000e-11
5.211000e-09,-7.244000e-10,1.449000e-11
5.215000e-09,3.301000e-10,-6.603000e-12
5.227000e-09,-2.297000e-10,4.595000e-12
5.265000e-09,1.992000e-10,-3.985000e-12
5.376000e-09,-1.894000e-10,3.788000e-12
5.576000e-09,1.840000e-10,-3.679000e-12
5.776000e-09,-1.786000e-10,3.571000e-12
5.976000e-09,1.732000e-10,-3.465000e-12
6.176000e-09,-1.679000e-10,3.359000e-12
6.376000e-09,1.627000e-10,-3.254000e-12
6.576000e-09,-1.575000e-10,3.150000e-12
6.776000e-09,1.524000e-10,-3.047000e-12
6.976000e-09,-1.473000e-10,2.945000e-12
7.176000e-09,1.422000e-10,-2.844000e-12
7.376000e-09,-1.372000e-10,2.744000e-12
7.576000e-09,1.322000e-10,-2.644000e-12
7.776000e-09,-1.273000e-10,2.546000e-12
7.976000e-09,1.224000e-10,-2.448000e-12
8.176000e-09,-1.176000e-10,2.352000e-12
8.376000e-09,1.128000e-10,-2.256000e-12
8.576000e-09,-1.081000e-10,2.161000e-12
8.776000e-09,1.034000e-10,-2.067000e-12
8.976000e-09,-9.871000e-11,1.974000e-12
9.176000e-09,9.410000e-11,-1.882000e-12
9.376000e-09,-8.953000e-11,1.791000e-12
9.576000e-09,8.500000e-11,-1.700000e-12
9.776000e-09,-8.052000e-11,1.610000e-12
9.976000e-09,7.608000e-11,-1.522000e-12
1.000000e-08,-4.014000e-11,8.028000e-13
