Time(s),Voltage(V),Current(A)
5.222000e-10,1.621000e+01,9.676000e+00
7.222000e-10,1.621000e+01,9.676000e+00
9.222000e-10,1.621000e+01,9.676000e+00
1.122000e-09,1.621000e+01,9.676000e+00
1.322000e-09,1.621000e+01,9.676000e+00
1.522000e-09,1.621000e+01,9.676000e+00
1.722000e-09,1.621000e+01,9.676000e+00
1.922000e-09,1.621000e+01,9.676000e+00
2.122000e-09,1.621000e+01,9.676000e+00
2.322000e-09,1.621000e+01,9.676000e+00
2.522000e-09,1.621000e+01,9.676000e+00
2.722000e-09,1.621000e+01,9.676000e+00
2.922000e-09,1.621000e+01,9.676000e+00
3.122000e-09,1.621000e+01,9.676000e+00
3.322000e-09,1.621000e+01,9.676000e+00
3.522000e-09,1.621000e+01,9.676000e+00
3.722000e-09,1.621000e+01,9.676000e+00
3.922000e-09,1.621000e+01,9.676000e+00
4.122000e-09,1.621000e+01,9.676000e+00
4.322000e-09,1.621000e+01,9.676000e+00
4.522000e-09,1.621000e+01,9.676000e+00
4.722000e-09,1.621000e+01,9.676000e+00
4.922000e-09,1.621000e+01,9.676000e+00
5.100000e-09,1.621000e+01,9.676000e+00
5.105000e-09,1.515000e+01,9.197000e+00
5.116000e-09,1.485000e+01,8.066000e+00
5.150000e-09,1.422000e+01,4.668000e+00
5.181000e-09,1.352000e+01,1.626000e+00
5.200000e-09,6.599000e-01,-1.320000e-02
5.200000e-09,8.475000e-01,-1.695000e-02
5.200000e-09,9.043000e-01,-1.809000e-02
5.201000e-09,3.202000e-01,-6.404000e-03
5.201000e-09,4.336000e-02,-8.672000e-04
5.201000e-09,-2.123000e-02,4.246000e-04
5.202000e-09,-3.492000e-02,6.984000e-04
5.202000e-09,-3.746000e-02,7.492000e-04
5.202000e-09,-3.373000e-02,6.745000e-04
5.202000e-09,-2.581000e-02,5.163000e-04
5.202000e-09,-1.657000e-02,3.315000e-04
5.202000e-09,-8.472000e-03,1.694000e-04
5.203000e-09,-2.817000e-03,5.634000e-05
5.203000e-09,-6.846000e-04,1.369000e-05
5.203000e-09,1.105000e-04,-2.210000e-06
5.203000e-09,4.996000e-04,-9.991000e-06
5.203000e-09,6.349000e-04,-1.270000e-05
5.203000e-09,6.382000e-04,-1.276000e-05
5.204000e-09,5.402000e-04,-1.080000e-05
5.204000e-09,3.858000e-04,-7.715000e-06
5.204000e-09,2.298000e-04,-4.595000e-06
5.204000e-09,9.777000e-05,-1.955000e-06
5.204000e-09,2.178000e-05,-4.355000e-07
5.205000e-09,3.231000e-06,-6.461000e-08
5.205000e-09,-7.077000e-06,1.415000e-07
5.205000e-09,-1.118000e-05,2.237000e-07
5.205000e-09,-1.130000e-05,2.261000e-07
5.205000e-09,-8.677000e-06,1.735000e-07
5.205000e-09,-5.144000e-06,1.029000e-07
5.206000e-09,-2.035000e-06,4.069000e-08
5.206000e-09,-7.598000e-07,1.520000e-08
5.206000e-09,-8.665000e-08,1.733000e-09
5.206000e-09,1.682000e-07,-3.363000e-09
5.207000e-09,2.263000e-07,-4.526000e-09
5.207000e-09,1.678000e-07,-3.356000e-09
5.207000e-09,6.807000e-08,-1.361000e-09
5.208000e-09,-4.836000e-09,9.672000e-11
5.209000e-09,-6.794000e-09,1.359000e-10
5.209000e-09,3.362000e-09,-6.724000e-11
5.211000e-09,-9.240000e-10,1.848000e-11
5.215000e-09,4.875000e-10,-9.750000e-12
5.226000e-09,-3.755000e-10,7.510000e-12
5.260000e-09,3.414000e-10,-6.827000e-12
5.362000e-09,-3.303000e-10,6.607000e-12
5.562000e-09,3.248000e-10,-6.495000e-12
5.762000e-09,-3.192000e-10,6.385000e-12
5.962000e-09,3.137000e-10,-6.275000e-12
6.162000e-09,-3.083000e-10,6.166000e-12
6.362000e-09,3.029000e-10,-6.058000e-12
6.562000e-09,-2.975000e-10,5.951000e-12
6.762000e-09,2.922000e-10,-5.844000e-12
6.962000e-09,-2.869000e-10,5.739000e-12
7.162000e-09,2.817000e-10,-5.634000e-12
7.362000e-09,-2.765000e-10,5.530000e-12
7.562000e-09,2.714000e-10,-5.427000e-12
7.762000e-09,-2.663000e-10,5.325000e-12
7.962000e-09,2.612000e-10,-5.224000e-12
8.162000e-09,-2.562000e-10,5.123000e-12
8.362000e-09,2.512000e-10,-5.024000e-12
8.562000e-09,-2.462000e-10,4.925000e-12
8.762000e-09,2.413000e-10,-4.827000e-12
8.962000e-09,-2.365000e-10,4.730000e-12
9.162000e-09,2.317000e-10,-4.633000e-12
9.362000e-09,-2.269000e-10,4.537000e-12
9.562000e-09,2.221000e-10,-4.443000e-12
9.762000e-09,-2.174000e-10,4.348000e-12
9.962000e-09,2.128000e-10,-4.255000e-12
1.000000e-08,-1.887000e-10,3.773000e-12
